"id","part_of_speech","definition","answer"
"83","verb","seem","parecer"
"84","noun","the sir","o senhor"
"85","pron.","you all","vocês"
"86","verb","stay","ficar"
"87","adj.","precise","preciso"
"88","adv.","there (in that place)","aí"
"89","adv.","clearly","claro"
"90","noun","the truth","a verdade"
"91","verb","give","dar"
"92","pron.","this (near the listener)","esse"
"93","adv.","before","antes"
"94","pron.","no one","ninguém"
"95","noun","the type","o tipo"
"96","adv.","there (over there)","la"
"97","noun","the work, job","o trabalho"
"98","adj.","big","grande"
"99","prep.","with me","comigo"
"100","adv.","only, just","apenas"
"101","verb","wait","esperar"
"102","adj.","little","pouco"
"103","noun","the money","o dinheiro"
"104","pron.","which","qual"
"105","adj.","any","qualquer"
"106","conj.","because","pois"
"107","adv.","outside","fora"
"108","verb","must","dever"
"109","adv.","from here","daqui"
"110","adv.","here (nearby)","cá"
"111","noun","the son","o filho"
"112","noun","the today","o hoje"
"113","noun","the woman","a mulher"
"114","adj.","all","todo"
"115","noun","the name","o nome"
"116","adj.","other","outro"
"117","verb","exit","sair"
"118","adj.","serious","sério"
"119","noun","the world","o mundo"
"120","adj.","how much","quanto"
"121","noun","the certainty","a certeza"
"122","adv.","badly","mal"
"123","noun","the male friend","o amigo"
"124","verb","go back","voltar"
"125","noun","the passenger vehicle","o carro"
"126","verb","pass","passar"
"127","conj.","although","embora"
"128","adj.","new","novo"
"129","verb","happen","acontecer"
"130","verb","let","deixar"
"131","noun","the problem","o problema"
"132","adv.","less","menos"
"133","verb","come","vir"
"134","noun","the place","o lugar"
"135","pron.","with himself, herself, itself","consigo"
"136","adv.","inside","dentro"
"137","verb","think","pensar"
"138","noun","the side","o lado"
"139","pron.","with you","contigo"
"140","verb","try","tentar"
"141","noun","the part","a parte"
"142","noun","the guy","o cara"
"143","adv.","there","ali"
"144","adj.","some","algum"
"145","noun","the hour","a hora"
"146","noun","the reason why","o porquê"
"147","verb","walk","andar"
"148","verb","help","ajudar"
"149","adj.","that","aquele"
"150","verb","feel","sentir"
"151","verb","kill","matar"
"152","noun","the people","a gente"
"153","noun","the taste, preference","o gosto"
"154","noun","the reason for","a razão"
"155","adv.","behind","atrás"
"156","noun","the head","a cabeça"
"157","noun","the love","o amor"
"158","adj.","ready","pronto"
"159","noun","the family","a família"
"160","prep.","between","entre"
"161","noun","the assistance","a ajuda"
"162","noun","the front","a frente"
"163","adj.","such","tal"
"164","noun","the police","a polícia"
"165","noun","the idea","a ideia"
"166","noun","the afternoon","a tarde"
"167","noun","the door","a porta"
"168","verb","hear","ouvir"
"169","verb","need","precisar"
"170","verb","find precisely","encontrar"
"171","adj.","none","nenhum"
"172","noun","the moment","o momento"
"173","pron.","that (far)","aquilo"
"174","noun","the city","a cidade"
"175","noun","the above","a cima"
"176","prep.","since","desde"
"177","noun","the person","a pessoa"
"178","verb","enter","entrar"
"179","verb","die","morrer"
"180","noun","the case","o caso"
"181","verb","arrive","chegar"
"182","adv.","so much","tanto"
"183","adj.","dead","morto"
"184","verb","take (transport)","levar"
"185","noun","the tomorrow","o amanhã"
"186","noun","the form","a forma"
"187","adv.","almost","quase"
"188","noun","the fear","o medo"
"189","pron.","to them","lhes"
"190","noun","the history","a história"
"191","noun","the account","a conta"
"192","prep.","against","contra"
"193","noun","the sibling","o irmão"
"194","noun","the weapon","a arma"
"195","noun","the path","o caminho"
"196","noun","the death","a morte"
"197","noun","the luck","a sorte"
"198","conj.","while","enquanto"
"199","noun","the care","o cuidado"
"200","adj.","each","cada"
"201","noun","the week","a semana"
"202","adj.","joyful","feliz"
"203","verb","work","trabalhar"
"204","noun","the manner, style","a maneira"
"205","noun","the year","o ano"
"206","noun","the boy (used in Portugal)","o rapaz"
"207","prep.","during","durante"
"208","verb","finish","acabar"
"209","adj.","personal","pessoal"
"210","verb","stop","parar"
"211","noun","the room","o quarto"
"212","adj.","this","este"
"213","noun","the blood","o sangue"
"214","noun","the end","o fim"
"215","noun","the cause","a causa"
"216","noun","the middle","o meio"
"217","noun","the daughter","a filha"
"218","noun","the water","a água"
"219","noun","the lament","o lamento"
"220","adv.","near","perto"
"221","noun","the game","o jogo"
"222","adj.","important","importante"
"223","adv.","soon","logo"
"224","noun","the chief","o chefe"
"225","noun","the lady (of respect)","a senhora"
"226","verb","believe in","acreditar"
"227","noun","the calm","a calma"
"228","adj.","dear","querido"
"229","noun","the earth","a terra"
"230","noun","the war","a guerra"
"231","adj.","fast","rápido"
"232","adv.","really","realmente"
"233","verb","tell","contar"
"234","verb","love","amar"
"235","noun","the hand","a mão"
"236","adj.","low","baixo"
"237","adj.","difficult","difícil"
"238","verb","start","começar"
"239","verb","eat","comer"
"240","noun","the captain","o capitão"
"241","noun","the body","o corpo"
"242","verb","matter","importar"
"243","noun","the number","o número"
"244","verb","use","usar"
"245","adj.","bigger","maior"
"246","adj.","second","segundo"
"247","verb","mean","significar"
"248","noun","the educational institution","a escola"
"249","verb","sleep","dormir"
"250","noun","the security","a segurança"
"251","noun","the heart","o coração"
"252","noun","the ray","o raio"
"253","verb","search, look for","buscar"
"254","noun","the president","o presidente"
"255","noun","the agent","a agente"
"256","adj.","small-sized","pequeno"
"257","verb","take off","tirar"
"258","noun","the force","a força"
"259","noun","the yesterday","o ontem"
"260","noun","the pleasure","o prazer"
"261","verb","search","procurar"
"262","verb","live","viver"
"263","adj.","bad","mau"
"264","noun","the state","o estado"
"265","noun","the month","o mês"
"266","noun","the flame","a chama"
"267","noun","the party","a festa"
"268","verb","request","pedir"
"269","verb","know","conhecer"
"270","noun","the young individual","a criança"
"271","noun","the young girl","a rapariga"
"272","verb","lose","perder"
"273","noun","the question","a pergunta"
"274","noun","the husband","o marido"
"275","noun","the height","a altura"
"276","verb","look","olhar"
"277","adj.","elderly","velho"
"278","prep.","behind","trás"
"279","noun","the telephone","o telefone"
"280","adj.","possible","possível"
"281","adv.","quickly","depressa"
"282","pron.","they (feminine)","elas"
"283","verb","take (consume)","tomar"
"284","noun","the feather","a pena"
"285","verb","like","gostar"
"286","adj.","alive","vivo"
"287","adv.","far","longe"
"288","noun","the agreement","o acordo"
"289","adv.","excessively","demais"
"290","adj.","wrong","errado"
"291","verb","achieve","conseguir"
"292","adj.","strange","estranho"
"293","adj.","easy","fácil"
"294","pron.","these (feminine)","essas"
"295","verb","play (as in playing with toys)","brincar"
"296","noun","the license","a licença"
"297","adj.","enough","suficiente"
"298","verb","change","mudar"
"299","noun","the past","o passado"
"300","noun","the plan","o plano"
"301","noun","the fire, flame","o fogo"
"302","noun","the book","o livro"
"303","pron.","these (masculine)","esses"
"304","noun","the sister","a irmã"
"305","noun","the lack","a falta"
"306","noun","the dinner","o jantar"
"307","noun","the king","o rei"
"308","noun","the bed","a cama"
"309","adv.","alone","sozinho"
"310","verb","adore","adorar"
"311","noun","the peace","a paz"
"312","adv.","beyond","além"
"313","verb","put","pôr"
"314","noun","the word","a palavra"
"315","noun","the living room","a sala"
"316","verb","pay","pagar"
"317","verb","follow","seguir"
"318","noun","the attention","a atenção"
"319","noun","the food","a comida"
"320","noun","the air","o ar"
"321","noun","the guilt","a culpa"
"322","verb","make a call","ligar"
"323","adv.","quite, a lot","bastante"
"324","verb","continue","continuar"
"325","verb","run","correr"
"326","noun","the mouth","a boca"
"327","noun","the light","a luz"
"328","adj.","unique","único"
"329","noun","the little girl","a menina"
"330","noun","the wedding","o casamento"
"331","noun","the medical professional","o médico"
"332","adj.","own","próprio"
"333","noun","the minute","o minuto"
"334","noun","the special","o especial"
"335","verb","summon","chamar"
"336","verb","recall","lembrar"
"337","adj.","strong","forte"
"338","verb","ask","perguntar"
"339","verb","show","mostrar"
"340","noun","the film","o filme"
"341","adv.","even","sequer"
"342","adv.","probably","provavelmente"
"343","noun","the country","o país"
"344","verb","be quiet","calar"
"345","noun","the foot","o pé"
"346","verb","depart","partir"
"347","adj.","different","diferente"
"348","adj.","worse","pior"
"349","noun","the street","a rua"
"350","noun","the coffee","o café"
"351","noun","the legal right","o direito"
"352","verb","exist","existir"
"353","noun","the remaining part","o resto"
"354","noun","the hospital","o hospital"
"355","verb","repair, arrange","arranjar"
"356","adv.","therefore","portanto"
"357","verb","uncover","descobrir"
"358","noun","the sex","o sexo"
"359","verb","maintain","manter"
"360","verb","play","jogar"
"361","adv.","too much","demasiado"
"362","noun","the point","o ponto"
"363","noun","the sense","o sentido"
"364","noun","the signal","o sinal"
"365","verb","achieve victory","ganhar"
"366","adj.","safe","seguro"
"367","adj.","last","último"
"368","noun","the system","o sistema"
"369","noun","the prison","a prisão"
"370","noun","the dog","o cão"
"371","noun","the wife","a esposa"
"372","adj.","local","local"
"373","noun","the music","a música"
"374","noun","the site","o sítio"
"375","verb","bring","trazer"
"376","verb","rescue","salvar"
"377","noun","the opportunity","a oportunidade"
"378","noun","the casual meeting","o encontro"
"379","adj.","capable","capaz"
"380","verb","buy","comprar"
"381","noun","the airplane","o avião"
"382","noun","the floor (of a room)","o chão"
"383","noun","the Christmas","o natal"
"384","noun","the Jesus","o Jesus"
"385","noun","the dead","o morto"
"386","adj.","young","jovem"
"387","noun","the business (transactions)","o negócio"
"388","noun","the bath","o banho"
"389","verb","drink","beber"
"390","adj.","free","livre"
"391","adj.","tall","alto"
"392","noun","the situation","a situação"
"393","adj.","small","miúdo"
"394","prep.","under","sob"
"395","pron.","with us","conosco"
"396","verb","treat","tratar"
"397","adv.","early","cedo"
"398","verb","catch","apanhar"
"399","noun","the future","o futuro"
"400","adj.","next","próximo"
"401","verb","comprehend","entender"
"402","noun","the spaceship","a nave"
"403","adj.","final","final"
"404","noun","the will","a vontade"
"405","noun","the hair","o cabelo"
"406","adj.","general","general"
"407","adj.","perfect","perfeito"
"408","noun","the respect","o respeito"
"409","adj.","gorgeous","lindo"
"410","adj.","good-looking","bonito"
"411","noun","the guard","a guarda"
"412","noun","the order (request)","a ordem"
"413","verb","worry","preocupar"
"414","verb","interest","interessar"
"415","noun","the matter","a questão"
"416","noun","the spoken message","a mensagem"
"417","noun","the dude","o gajo"
"418","noun","the news","a notícia"
"419","adj.","crazy idea","louco"
"420","noun","the view","a vista"
"421","noun","the field","o campo"
"422","verb","line","linhar"
"423","noun","the table","a mesa"
"424","adv.","finally","finalmente"
"425","noun","the killer","o assassino"
"426","noun","the drug","a droga"
"427","noun","the job","o emprego"
"428","noun","the female friend","a amiga"
"429","noun","the boat","o barco"
"430","noun","the conversation","a conversa"
"431","adj.","simple","simples"
"432","noun","the mission","a missão"
"433","noun","the trip","a viagem"
"434","noun","the tone","o tom"
"435","noun","the attack","o ataque"
"436","noun","the group, team","o grupo"
"437","adj.","real","real"
"438","adv.","completely","completamente"
"439","adj.","sick","doente"
"440","noun","the bite","o bocado"
"441","verb","open","abrir"
"442","verb","read","ler"
"443","noun","the uncle","o tio"
"444","noun","the doctorate holder","o doutor"
"445","noun","the list","a lista"
"446","noun","the crime","o crime"
"447","adv.","again","novamente"
"448","noun","the call (receiving a call)","a chamada"
"449","noun","the second (female)","a segunda"
"450","adv.","from there","daí"
"451","adj.","normal","normal"
"452","noun","the relationship, connection","a relação"
"453","noun","the way, mode","o modo"
"454","noun","the answer","a resposta"
"455","noun","the sun","o sol"
"456","verb","fight","lutar"
"457","adv.","where to","aonde"
"458","noun","the skirt","a saia"
"459","noun","the sock","a meia"
"460","noun","the subject, topic","o assunto"
"461","noun","the office, workplace","o escritório"
"462","noun","the service","o serviço"
"463","noun","the fact","o facto"
"464","noun","the pain","a dor"
"465","verb","marry","casar"
"466","noun","the army","o exército"
"467","noun","the bottom","o fundo"
"468","verb","flee","fugir"
"469","noun","the accident","o acidente"
"470","noun","the second (male)","o segundo"
"471","noun","the valley","o vale"
"472","adj.","nice","fixe"
"473","noun","the dream","o sonho"
"474","verb","listen","escutar"
"475","pron.","both","ambos"
"476","noun","the grace","a graça"
"477","noun","the dad","o papá"
"478","adj.","imprisoned","preso"
"479","noun","the professor","o professor"
"480","noun","the clothes","a roupa"
"481","noun","the hotel","o hotel"
"482","adj.","true","verdadeiro"
"483","adj.","fantastic","fantástico"
"484","verb","believe","crer"
"485","noun","the space","o espaço"
"486","noun","the age","a idade"
"487","verb","touch","tocar"
"488","noun","the eye","o olho"
"489","noun","the business organization","a companhia"
"490","noun","the method, approach","o jeito"
"491","noun","the choice","a escolha"
"492","noun","the mind","a mente"
"493","noun","the box","a caixa"
"494","noun","the shot, gunshot","o tiro"
"495","noun","the program","o programa"
"496","noun","the left","a esquerda"
"497","adj.","brief","breve"
"498","noun","the voice","a voz"
"499","noun","the key","a chave"
"500","adj.","funny","engraçado"
"501","noun","the devil","o diabo"
"502","noun","the information","a informação"
"503","verb","take hold of","pegar"
"504","noun","the error","o erro"
"505","noun","the girlfriend","a namorada"
"506","noun","the hunger","a fome"
"507","noun","the cable","o cabo"
"508","adj.","incredible","incrível"
"509","noun","the bank","o banco"
"510","noun","the road","a estrada"
"511","prep.","after","após"
"512","noun","the position","a posição"
"513","adj.","excellent","excelente"
"514","verb","swear","jurar"
"515","noun","the store","a loja"
"516","noun","the colonel","o coronel"
"517","verb","promise","prometer"
"518","noun","the general population","o povo"
"519","noun","the present","o presente"
"520","noun","the letter","a carta"
"521","noun","the master","o mestre"
"522","verb","protect","proteger"
"523","verb","explain","explicar"
"524","adj.","light","leve"
"525","adv.","simply","simplesmente"
"526","noun","the government","o governo"
"527","noun","the woodland","a mata"
"528","verb","fall","cair"
"529","noun","the center","o centro"
"530","noun","the proof","a prova"
"531","noun","the called","o chamado"
"532","noun","the sky","o céu"
"533","noun","the appositive","o aposto"
"534","noun","the energy","a energia"
"535","noun","the mommy","a mamã"
"536","noun","the north","o norte"
"537","noun","the destiny","o destino"
"538","adj.","hot","quente"
"539","noun","the translation","a tradução"
"540","noun","the fair","a feira"
"541","verb","talk","conversar"
"542","noun","the lunch","o almoço"
"543","noun","the half","a metade"
"544","noun","the right side","a direita"
"545","verb","send (order)","mandar"
"546","noun","the paper","o papel"
"547","noun","the child","o miúdo"
"548","noun","the league","a liga"
"549","noun","the lawyer","o advogado"
"550","verb","become","tornar"
"551","noun","the base","a base"
"552","adv.","immediately","imediatamente"
"553","noun","the law","a lei"
"554","adv.","through","através"
"555","adj.","interesting","interessante"
"556","noun","the planet","o planeta"
"557","noun","the ball","a bola"
"558","adj.","full","cheio"
"559","verb","forget","esquecer"
"560","adj.","impossible","impossível"
"561","noun","the lieutenant","o tenente"
"562","verb","write","escrever"
"563","verb","function","funcionar"
"564","adj.","understood","entendido"
"565","noun","the formal meeting","a reunião"
"566","noun","the fight","a luta"
"567","noun","the exit","a saída"
"568","noun","the scene","a cena"
"569","noun","the hell","o inferno"
"570","verb","perceive","perceber"
"571","noun","the machine","a máquina"
"572","noun","the commander","o comandante"
"573","noun","the camera","a câmara"
"574","noun","the secret","o segredo"
"575","noun","the rule","a regra"
"576","prep.","about","acerca"
"577","verb","hate intensely","odiar"
"578","noun","the bomb","a bomba"
"579","noun","the sergeant","o sargento"
"580","noun","the honor","a honra"
"581","noun","the drink","a bebida"
"582","noun","the bar","o bar"
"583","noun","the south","o sul"
"584","noun","the surprise","a surpresa"
"585","noun","the humorous joke","a piada"
"586","adj.","great","ótimo"
"587","verb","strike","bater"
"588","adj.","fun","divertido"
"589","verb","forgive","desculpar"
"590","noun","the danger","o perigo"
"591","noun","the boyfriend","o namorado"
"592","noun","the step, movement","a passada"
"593","verb","sit","sentar"
"594","verb","lie","mentir"
"595","adj.","cold","frio"
"596","adv.","below","abaixo"
"597","noun","the apartment","o apartamento"
"598","noun","the decision","a decisão"
"599","adv.","underneath","debaixo"
"600","noun","the soul","a alma"
"601","adj.","human","humano"
"602","noun","the dress","o vestido"
"603","adj.","beautiful","belo"
"604","verb","learn","aprender"
"605","verb","control","controlar"
"606","adj.","cool","legal"
"607","noun","the area","a área"
"608","verb","understand","compreender"
"609","noun","the priest","o padre"
"610","noun","the meat","a carne"
"611","noun","the brain","o cérebro"
"612","noun","the hypothesis","a hipótese"
"613","verb","receive","receber"
"614","adj.","horrible","horrível"
"615","noun","the test","o teste"
"616","noun","the birthday","o aniversário"
"617","noun","the beer","a cerveja"
"618","noun","the island","a ilha"
"619","noun","the code","o código"
"620","verb","let go","largar"
"621","verb","dance","dançar"
"622","noun","the boy","o menino"
"623","verb","trust","confiar"
"624","noun","the freedom","a liberdade"
"625","verb","prepare","preparar"
"626","noun","the help","o socorro"
"627","adj.","white","branco"
"628","adj.","dangerous","perigoso"
"629","noun","the suit","o fato"
"630","adv.","about","cerca"
"631","adj.","happy","contente"
"632","noun","the meter","o metro"
"633","adv.","by chance","acaso"
"634","noun","the church","a igreja"
"635","noun","the sea","o mar"
"636","adj.","damned","maldito"
"637","noun","the animal","o animal"
"638","verb","solve","resolver"
"639","verb","suffice","bastar"
"640","verb","steal","roubar"
"641","verb","lift","levantar"
"642","noun","the command (giving orders)","o comando"
"643","noun","the hope","a esperança"
"644","verb","hide","esconder"
"645","noun","the horse","o cavalo"
"646","verb","sell","vender"
"647","adj.","sad","triste"
"648","noun","the victim","a vítima"
"649","noun","the difference","a diferença"
"650","noun","the window","a janela"
"651","adv.","above","acima"
"652","noun","the majority","a maioria"
"653","verb","place","colocar"
"654","noun","the girl","a garota"
"655","noun","the advice","o conselho"
"656","noun","the target","o alvo"
"657","noun","the human","o humano"
"658","verb","disappear","desaparecer"
"659","noun","the entrance","a entrada"
"660","noun","the contact","o contato"
"661","noun","the gold","o ouro"
"662","adj.","black color","negro"
"663","noun","the reason","o motivo"
"664","noun","the queen","a rainha"
"665","adv.","together","junto"
"666","noun","the species","a espécie"
"667","noun","the club","o clube"
"668","noun","the river","o rio"
"669","noun","the hero","o herói"
"670","noun","the reality","a realidade"
"671","noun","the majesty","a majestade"
"672","noun","the health","a saúde"
"673","adv.","totally","totalmente"
"674","verb","put in","meter"
"675","noun","the arm","o braço"
"676","noun","the zone","a zona"
"677","adj.","following","seguinte"
"678","noun","the purpose","o propósito"
"679","noun","the madness","a loucura"
"680","adj.","blue","azul"
"681","adj.","supposed","suposto"
"682","noun","the computer","o computador"
"683","noun","the experience","a experiência"
"684","adj.","impoverished","pobre"
"685","noun","the public","o público"
"686","noun","the tall mountain","o monte"
"687","noun","the grandmother","a avó"
"688","noun","the desire","o desejo"
"689","noun","the level","o nível"
"690","noun","the radio","o rádio"
"691","noun","the leg","a perna"
"692","noun","the piece","a peça"
"693","noun","the bag","o saco"
"694","adj.","red","vermelho"
"695","verb","destroy","destruir"
"696","verb","appear","aparecer"
"697","adv.","slowly","devagar"
"698","noun","the commercial enterprise","a empresa"
"699","noun","the tail","o rabo"
"700","adj.","main","principal"
"701","adj.","awful","terrível"
"702","conj.","otherwise","senão"
"703","noun","the photo","a foto"
"704","noun","the boy (used in Brazil)","o garoto"
"705","adj.","opposite","contrário"
"706","noun","the example","o exemplo"
"707","noun","the doubt","a dúvida"
"708","adj.","American","americano"
"709","adj.","official","oficial"
"710","noun","the skin","a pele"
"711","noun","the operation","a operação"
"712","noun","the television","a televisão"
"713","noun","the color","a cor"
"714","noun","the connection","a ligação"
"715","verb","go up","subir"
"716","noun","the court (of justice)","o tribunal"
"717","adj.","intelligent","inteligente"
"718","noun","the card","o cartão"
"719","noun","the garbage","o lixo"
"720","adj.","hard","duro"
"721","noun","the defense","a defesa"
"722","pron.","you all (archaic)","vós"
"723","adj.","huge","enorme"
"724","adj.","crazy","maluco"
"725","adj.","lost","perdido"
"726","adv.","finally, after all","afinal"
"727","adj.","fair","justo"
"728","noun","the enemy","o inimigo"
"729","verb","prove","provar"
"730","adj.","wonderful","maravilhoso"
"731","verb","accept","aceitar"
"732","noun","the hole","o buraco"
"733","noun","the pair","o par"
"734","noun","the emergency","a emergência"
"735","noun","the moon","a lua"
"736","noun","the risk","o risco"
"737","noun","the department","o departamento"
"738","noun","the smell","o cheiro"
"739","noun","the crap","a porcaria"
"740","adv.","suddenly","repente"
"741","noun","the ice","o gelo"
"742","prep.","despite","apesar"
"743","noun","the summer","o verão"
"744","adj.","patient","paciente"
"745","noun","the kitchen","a cozinha"
"746","noun","the tooth","o dente"
"747","noun","the goat","a cabra"
"748","noun","the direction","a direção"
"749","noun","the dice","o dado"
"750","noun","the train (used in Portugal)","o comboio"
"751","noun","the low","a baixa"
"752","noun","the silence","o silêncio"
"753","noun","the spirit","o espírito"
"754","noun","the christ","o cristo"
"755","noun","the detective, investigator","o detective"
"756","noun","the price","o preço"
"757","verb","end","terminar"
"758","verb","cut","cortar"
"759","verb","deal with","lidar"
"760","adj.","equal","igual"
"761","verb","cry","chorar"
"762","noun","the pressure","a pressão"
"763","noun","the daddy","o papai"
"764","noun","the ring","o anel"
"765","verb","clean","limpar"
"766","noun","the request","o pedido"
"767","noun","the suitcase","a mala"
"768","noun","the longing","a saudade"
"769","verb","serve","servir"
"770","noun","the soldier","o soldado"
"771","adj.","whole","inteiro"
"772","noun","the control","o controle"
"773","noun","the opinion","a opinião"
"774","adj.","worried","preocupado"
"775","noun","the report","o relatório"
"776","noun","the fish","o peixe"
"777","noun","the pants","a calça"
"778","noun","the shoe","o sapato"
"779","noun","the access","o acesso"
"780","verb","suppose","supor"
"781","adj.","suspect","suspeito"
"782","adj.","busy","ocupado"
"783","noun","the university","a universidade"
"784","noun","the courage","a coragem"
"785","noun","the nose","o nariz"
"786","noun","the client","o cliente"
"787","verb","fly","voar"
"788","noun","the station","a estação"
"789","noun","the star","a estrela"
"790","adj.","necessary","necessário"
"791","verb","choose","escolher"
"792","noun","the wine","o vinho"
"793","noun","the track","a pista"
"794","verb","present","apresentar"
"795","noun","the action","a ação"
"796","verb","thank","agradecer"
"797","noun","the glass, cup","o copo"
"798","adj.","responsible","responsável"
"799","verb","have fun","divertir"
"800","noun","the term","o termo"
"801","noun","the tea","o chá"
"802","noun","the beginning, start","o começo"
"803","adj.","long","longo"
"804","verb","create","criar"
"805","noun","the painted wall","a parede"
"806","noun","the ace","o ás"
"807","verb","shoot","disparar"
"808","verb","fire a weapon","atirar"
"809","adj.","paid","pago"
"810","noun","the American","o americano"
"811","verb","take care","cuidar"
"812","noun","the spectacle","o espetáculo"
"813","noun","the lie","a mentira"
"814","noun","the size","o tamanho"
"815","noun","the forgiveness","o perdão"
"816","noun","the fair event","a féria"
"817","noun","the stone","a pedra"
"818","noun","the investigation","a investigação"
"819","noun","the small building","o edifício"
"820","adj.","prepared","preparado"
"821","noun","the chance","a chance"
"822","adj.","sweet","doce"
"823","noun","the grandfather","o avô"
"824","noun","the combat","o combate"
"825","adj.","green","verde"
"826","noun","the memory","a memória"
"827","verb","happen by chance","calhar"
"828","noun","the flight","o vôo"
"829","verb","make small movements","mexer"
"830","verb","avoid","evitar"
"831","noun","the visit","a visita"
"832","noun","the bullet","a bala"
"833","adj.","saved","salvo"
"834","noun","the expression on the face","a cara"
"835","noun","the deal","o trato"
"836","noun","the laboratory","o laboratório"
"837","noun","the trust","a confiança"
"838","noun","the homicide","o homicídio"
"839","noun","the faith","a fé"
"840","adj.","immense","imenso"
"841","verb","argue","discutir"
"842","noun","the conflict","a batalha"
"843","adj.","common","comum"
"844","verb","laugh","rir"
"845","verb","deliver","entregar"
"846","noun","the penis (slang)","o caralho"
"847","noun","the mobile phone","o telemóvel"
"848","adj.","maximum","máximo"
"849","adj.","dark color","preto"
"850","verb","sing","cantar"
"851","noun","the sound","o som"
"852","verb","restore","restaurar"
"853","noun","the listen","o escute"
"854","noun","the tongue","a língua"
"855","noun","the speed","a velocidade"
"856","noun","the aunt","a tia"
"857","noun","the tree","a árvore"
"858","noun","the dance","a dança"
"859","adj.","brilliant","brilhante"
"860","adj.","clean","limpo"
"861","noun","the park","o parque"
"862","noun","the princess","a princesa"
"863","noun","the neck","o pescoço"
"864","verb","endure","aguentar"
"865","verb","answer","responder"
"866","noun","the coat","o casaco"
"867","noun","the nature","a natureza"
"868","verb","usually","costumar"
"869","verb","enjoy oneself","gozar"
"870","noun","the exchange","a troca"
"871","verb","close","fechar"
"872","noun","the beach","a praia"
"873","noun","the commencement, initiation","o início"
"874","noun","the support","o apoio"
"875","verb","imagine","imaginar"
"876","noun","the sheriff","o xerife"
"877","noun","the race","a corrida"
"878","verb","check","verificar"
"879","adj.","smart","esperto"
"880","noun","the photograph","a fotografia"
"881","adj.","due","devido"
"882","noun","the bush","o mato"
"883","noun","the bridge","a ponte"
"884","noun","the shame","a vergonha"
"885","adj.","awesome","porreiro"
"886","noun","the series","a série"
"887","adj.","late","atrasado"
"888","noun","the clock","o relógio"
"889","noun","the beauty","a beleza"
"890","noun","the art","a arte"
"891","noun","the disease","a doença"
"892","noun","the monster","o monstro"
"893","adv.","exactly","exatamente"
"894","noun","the cat","o gato"
"895","noun","the van","a carrinha"
"896","noun","the chair","a cadeira"
"897","adv.","unfortunately","infelizmente"
"898","noun","the mom","a mamãe"
"899","noun","the distance","a distância"
"900","noun","the noise","o barulho"
"901","noun","the unit","a unidade"
"902","noun","the process","o processo"
"903","verb","send (dispatch)","enviar"
"904","adj.","insane","doido"
"905","noun","the search","a busca"
"906","noun","the jail","a cadeia"
"907","noun","the sword","a espada"
"908","verb","prefer","preferir"
"909","adv.","about to","prestes"
"910","verb","breathe","respirar"
"911","noun","the image","a imagem"
"912","noun","the video","o vídeo"
"913","adj.","pregnant","grávido"
"914","noun","the justice","a justiça"
"915","noun","the college","a faculdade"
"916","noun","the date","a data"
"917","verb","join","juntar"
"918","noun","the knife","a faca"
"919","adj.","friendly","simpático"
