"id","part_of_speech","definition","answer"
"178","verb","approach","aproximar"
"179","noun","the kingdom","o reino"
"180","noun","the note","a nota"
"181","noun","the option","a opção"
"182","adj.","extra","extra"
"183","noun","the one hundred","a centena"
"184","noun","the assault","o assalto"
"185","adj.","happened","acontecido"
"186","noun","the hurry","a pressa"
"187","noun","the course, class","o curso"
"188","adj.","complete","completo"
"189","verb","win","vencer"
"190","noun","the coming","a vinda"
"191","noun","the playful joke","a brincadeira"
"192","verb","explode","explodir"
"193","adj.","complicated","complicado"
"194","noun","the solution","a solução"
"195","noun","the ride","a boleia"
"196","noun","the minister","o ministro"
"197","noun","the beginning, principle","o princípio"
"198","noun","the Mexico","o México"
"199","adv.","perfectly","perfeitamente"
"200","noun","the bone","o osso"
"201","noun","the secretary (female)","a secretária"
"202","noun","the authorization","a autorização"
"203","adv.","lately","ultimamente"
"204","noun","the honey","o mel"
"205","verb","advance","avançar"
"206","noun","the neighborhood","o bairro"
"207","noun","the exam","o exame"
"208","noun","the roof","o telhado"
"209","verb","travel","viajar"
"210","noun","the trick","o truque"
"211","noun","the member","o membro"
"212","noun","the treatment","o tratamento"
"213","noun","the tale","o conto"
"214","noun","the model","o modelo"
"215","noun","the credit","o crédito"
"216","noun","the purchase","a compra"
"217","noun","the alert","o alerta"
"218","adj.","deceived","enganado"
"219","adj.","irate","zangado"
"220","noun","the snow","a neve"
"221","verb","deceive","enganar"
"222","verb","investigate","investigar"
"223","adj.","smaller","menor"
"224","adj.","closed","fechado"
"225","adj.","secret","secreto"
"226","adj.","familiar","familiar"
"227","adj.","protection","protecção"
"228","verb","grab","agarrar"
"229","noun","the panic","o pânico"
"230","adj.","weird","esquisito"
"231","verb","keep","guardar"
"232","noun","the Sunday","o domingo"
"233","noun","the hunt","a caça"
"234","noun","the cheese","o queijo"
"235","noun","the load","a carga"
"236","noun","the delivery","a entrega"
"237","adj.","in love","apaixonado"
"238","verb","free","livrar"
"239","noun","the desert","o deserto"
"240","noun","the blow","o golpe"
"241","adj.","useful","útil"
"242","adj.","first","primeiro"
"243","noun","the cancer","o cancro"
"244","noun","the wallet","a carteira"
"245","noun","the nurse","a enfermeira"
"246","noun","the police officer","o policial"
"247","noun","the queue","a fila"
"248","pron.","with you all","convosco"
"249","noun","the passage","a passagem"
"250","adj.","used","usado"
"251","adj.","angry","bravo"
"252","noun","the bread","o pão"
"253","adj.","poor quality","ruim"
"254","adj.","liar","mentiroso"
"255","noun","the impression","a impressão"
"256","noun","the check","o cheque"
"257","noun","the magazine","a revista"
"258","adj.","disgusting","nojento"
"259","verb","wash","lavar"
"260","noun","the genius","o génio"
"261","noun","the importance","a importância"
"262","verb","withdraw","retirar"
"263","noun","the work, piece of art","a obra"
"264","noun","the general detail","o detalhe"
"265","adj.","deceased","morrido"
"266","noun","the article","o artigo"
"267","verb","get","obter"
"268","noun","the behavior","o comportamento"
"269","noun","the tomato","o tomate"
"270","adj.","famous","famoso"
"271","noun","the attempt","a tentativa"
"272","noun","the condition","a condição"
"273","verb","cross","atravessar"
"274","verb","improve","melhorar"
"275","noun","the iron","o ferro"
"276","adj.","proud","orgulhoso"
"277","adj.","French","francês"
"278","adj.","continuous","continuo"
"279","noun","the show","o show"
"280","noun","the lesson, teaching","a lição"
"281","noun","the funeral","o funeral"
"282","verb","exchange","trocar"
"283","adj.","empty","vazio"
"284","noun","the tape","a fita"
"285","adv.","definitely","definitivamente"
"286","adj.","false","falso"
"287","verb","result","resultar"
"288","verb","suffer","sofrer"
"289","noun","the pocket","o bolso"
"290","noun","the high school","o liceu"
"291","noun","the sale","a venda"
"292","noun","the glasses","os óculos"
"293","noun","the border (between countries)","a fronteira"
"294","noun","the channel","o canal"
"295","noun","the angel","o anjo"
"296","noun","the pool","a piscina"
"297","adj.","same","mesmo"
"298","noun","the talent, gift","o dom"
"299","noun","the elevator","o elevador"
"300","noun","the reservation","a reserva"
"301","noun","the walk","o passeio"
"302","noun","the top","o topo"
"303","verb","doubt","duvidar"
"304","verb","kiss","beijar"
"305","noun","the staircase","a escada"
"306","noun","the talent","o talento"
"307","verb","defend","defender"
"308","adj.","honest","honesto"
"309","noun","the puppy, dog","o cachorro"
"310","noun","the mouse","o rato"
"311","noun","the bird","o pássaro"
"312","noun","the village","a aldeia"
"313","adj.","impressive","impressionante"
"314","verb","sound","soar"
"315","verb","fulfill","cumprir"
"316","verb","face","enfrentar"
"317","noun","the engine","o motor"
"318","verb","admit","admitir"
"319","verb","risk","arriscar"
"320","noun","the interview","a entrevista"
"321","noun","the herb","a erva"
"322","noun","the monkey","o macaco"
"323","noun","the bet","a aposta"
"324","conj.","and","e"
"325","noun","the closet","o armário"
"326","noun","the dragon","o dragão"
"327","noun","the factory","a fábrica"
"328","noun","the diary","o diário"
"329","adj.","social","social"
"330","noun","the mess","o sarilho"
"331","noun","the rope","a corda"
"332","noun","the speech","o discurso"
"333","noun","the mail","o correio"
"334","noun","the address, residence","a morada"
"335","noun","the couple","o casal"
"336","noun","the nanny","a ama"
"337","adj.","superior","superior"
"338","adj.","stopped","parado"
"339","verb","to lack, to be missing","faltar"
"340","adj.","awake","acordado"
"341","noun","the trap","a armadilha"
"342","verb","guarantee","garantir"
"343","noun","the page","a página"
"344","noun","the humanity","a humanidade"
"345","noun","the painting (on a wall)","o quadro"
"346","noun","the thief","o ladrão"
"347","noun","the violence","a violência"
"348","adj.","foolish mistake","parvo"
"349","verb","born","nascer"
"350","adj.","alone","sozinho"
"351","noun","the permission","a permissão"
"352","adj.","world","mundial"
"353","noun","the consciousness","a consciência"
"354","verb","sign","assinar"
"355","noun","the Jew","o judeu"
"356","verb","load","carregar"
"357","noun","the nightmare","o pesadelo"
"358","verb","fire","despedir"
"359","noun","the gasoline","a gasolina"
"360","noun","the fire, fire incident","o incêndio"
"361","noun","the prize","o prémio"
"362","noun","the saint","a santa"
"363","noun","the division","a divisão"
"364","noun","the post","o posto"
"365","adj.","federal","federal"
"366","noun","the caption","a legenda"
"367","adj.","direct","direto"
"368","noun","the proposal","a proposta"
"369","noun","the century","o século"
"370","verb","experience","experimentar"
"371","noun","the miracle","o milagre"
"372","adj.","calm","calmo"
"373","verb","fear","temer"
"374","noun","the lad","o puto"
"375","noun","the shock","o choque"
"376","verb","return","devolver"
"377","adj.","specific","particular"
"378","noun","the theft","o roubo"
"379","verb","liberate","libertar"
"380","noun","the necessity","a necessidade"
"381","noun","the headquarters","a sede"
"382","adv.","directly","directamente"
"383","adv.","sufficiently","suficientemente"
"384","noun","the stomach","o estômago"
"385","noun","the identification","a identificação"
"386","verb","own","possuir"
"387","adj.","icy","gelado"
"388","noun","the crew","a tripulação"
"389","adj.","involved","envolvido"
"390","noun","the corner (of a room)","o canto"
"391","adj.","hidden","escondido"
"392","noun","the location","a localização"
"393","noun","the smoke","o fumo"
"394","noun","the alarm","o alarme"
"395","adj.","willing","disposto"
"396","adj.","useless","inútil"
"397","noun","the powder","o pó"
"398","noun","the stage","o palco"
"399","noun","the gang","o bando"
"400","noun","the soil","o solo"
"401","adj.","scary","assustador"
"402","noun","the phase","a fase"
"403","noun","the bear","o urso"
"404","adj.","minimum","mínimo"
"405","noun","the glance","a olhada"
"406","noun","the intention","a intenção"
"407","noun","the suicide","o suicídio"
"408","noun","the possibility","a possibilidade"
"409","noun","the surveillance","a vigilância"
"410","noun","the fall","a queda"
"411","noun","the emperor","o imperador"
"412","adj.","blind","cego"
"413","noun","the guest","o convidado"
"414","adj.","original","original"
"415","adv.","meanwhile","entretanto"
"416","noun","the shadow","a sombra"
"417","noun","the humor","o humor"
"418","noun","the agency","a agência"
"419","noun","the glass, window","o vidro"
"420","adj.","giant","gigante"
"421","adj.","rear","traseiro"
"422","adj.","agreed","combinado"
"423","noun","the sofa","o sofá"
"424","adj.","russian","russo"
"425","noun","the button","o botão"
"426","adj.","scared","assustado"
"427","noun","the castle","o castelo"
"428","adj.","virgin","virgem"
"429","verb","attend to","atender"
"430","verb","cause","causar"
"431","noun","the throat","a garganta"
"432","noun","the theater","o teatro"
"433","noun","the fashion","a moda"
"434","noun","the fun","a diversão"
"435","noun","the mirror","o espelho"
"436","noun","the hen","a galinha"
"437","adj.","illegal","ilegal"
"438","verb","repeat","repetir"
"439","verb","spoil","estragar"
"440","noun","the alternative","a alternativa"
"441","prep.","before","perante"
"442","noun","the failure","a falha"
"443","verb","frighten","assustar"
"444","noun","the cigarette","o cigarro"
"445","verb","relax","relaxar"
"446","noun","the camp","o acampamento"
"447","verb","guess","adivinhar"
"448","noun","the shelter","o abrigo"
"449","noun","the wound","a ferida"
"450","noun","the troop","a tropa"
"451","verb","reside","morar"
"452","adj.","negative","negativo"
"453","noun","the ambulance","a ambulância"
"454","noun","the pistol","a pistola"
"455","noun","the thought","o pensamento"
"456","noun","the copy","a cópia"
"457","verb","include","incluir"
"458","noun","the gate","o portão"
"459","noun","the current","a corrente"
"460","noun","the transportation","o transporte"
"461","noun","the sand","a areia"
"462","verb","permit","permitir"
"463","noun","the disc","o disco"
"464","noun","the patient","o paciente"
"465","noun","the warrant","o mandado"
"466","noun","the feat","o feito"
"467","noun","the capacity","a capacidade"
"468","adv.","recently","recentemente"
"469","noun","the document","o documento"
"470","noun","the player","o jogador"
"471","noun","the community","a comunidade"
"472","noun","the crisis","a crise"
"473","noun","the breed","a raça"
"474","noun","the knee","o joelho"
"475","noun","the registry","o registro"
"476","verb","swim","nadar"
"477","noun","the cell (prison)","a cela"
"478","noun","the madam","a madame"
"479","verb","hold","segurar"
"480","noun","the vice","o vice"
"481","noun","the cure","a cura"
"482","noun","the cow","a vaca"
"483","noun","the happiness","a felicidade"
"484","noun","the teacher","a professora"
"485","noun","the task","a tarefa"
"486","noun","the smile","o sorriso"
"487","adj.","missing","desaparecido"
"488","verb","convince","convencer"
"489","noun","the damage","o dano"
"490","verb","bet","apostar"
"491","adj.","ugly","feio"
"492","noun","the tip","a ponta"
"493","noun","the wood","a madeira"
"494","noun","the mask","a máscara"
"495","noun","the mistake","o engano"
"496","noun","the artist","o artista"
"497","noun","the student (male)","o aluno"
"498","noun","the pus","o pus"
"499","noun","the range","o alcance"
"500","adj.","private matter","privado"
"501","noun","the patience","a paciência"
"502","noun","the diamond","o diamante"
"503","noun","the friendship","a amizade"
"504","adj.","silent","calado"
"505","noun","the coincidence","a coincidência"
"506","adv.","basically","basicamente"
"507","noun","the knight","o cavaleiro"
"508","noun","the mile","a milha"
"509","noun","the nation","a nação"
"510","verb","reach","atingir"
"511","noun","the limit","o limite"
"512","noun","the alcohol","o álcool"
"513","noun","the environment","o ambiente"
"514","noun","the creature","a criatura"
"515","noun","the clown","o palhaço"
"516","noun","the attitude","a atitude"
"517","noun","the tunnel","o túnel"
"518","noun","the identity","a identidade"
"519","noun","the garage","a garagem"
"520","adj.","annoyed","chateado"
"521","noun","the German","o alemão"
"522","noun","the fourth","a quarta"
"523","noun","the breast","a mama"
"524","noun","the prisoner","o prisioneiro"
"525","adv.","sincerely","sinceramente"
"526","noun","the terrorist","o terrorista"
"527","noun","the explanation","a explicação"
"528","verb","increase","aumentar"
"529","adj.","confused","confuso"
"530","noun","the pizza","a pizza"
"531","noun","the museum","o museu"
"532","noun","the fleet","a frota"
"533","noun","the library","a biblioteca"
"534","noun","the sleep","o sono"
"535","noun","the return home","o regresso"
"536","noun","the disaster","o desastre"
"537","noun","the delay (lateness)","o atraso"
"538","verb","abandon","abandonar"
"539","noun","the treaty","o tratado"
"540","noun","the challenge","o desafio"
"541","adj.","firm","firme"
"542","noun","the salt","o sal"
"543","verb","train","treinar"
"544","adj.","unbelievable","inacreditável"
"545","noun","the line","a linha"
"546","noun","the ocean","o oceano"
"547","noun","the delay (waiting time)","a demora"
"548","noun","the degree","o grau"
"549","noun","the treasure","o tesouro"
"550","noun","the wonder","a maravilha"
"551","noun","the command (order)","o mando"
"552","noun","the winner","o vencedor"
"553","noun","the promise","a promessa"
"554","verb","suggest","sugerir"
"555","noun","the vehicle","o veículo"
"556","adj.","spectacular","espectacular"
"557","adj.","adorable","adorável"
"558","noun","the move","a jogada"
"559","adj.","nuclear","nuclear"
"560","verb","forgive someone","perdoar"
"561","noun","the surface","a superfície"
"562","adj.","wild","selvagem"
"563","noun","the driver","o motorista"
"564","noun","the shooter","o atirador"
"565","noun","the guide","o guia"
"566","noun","the police station","a esquadra"
"567","verb","transform","transformar"
"568","noun","the winter","o inverno"
"569","verb","operate vehicle","dirigir"
"570","noun","the education","a educação"
"571","noun","the mystery","o mistério"
"572","noun","the soup","a sopa"
"573","noun","the intelligence","a inteligência"
"574","verb","share","partilhar"
"575","noun","the neighbor","o vizinho"
"576","verb","bleed","sangrar"
"577","noun","the potato","a batata"
"578","noun","the version","a versão"
"579","adv.","easy","fácil"
"580","noun","the criminal","o criminoso"
"581","adj.","created","criado"
"582","noun","the glory","a glória"
"583","verb","confirm","confirmar"
"584","noun","the joy","a alegria"
"585","noun","the subtitling","a legendagem"
"586","noun","the authority","a autoridade"
"587","adj.","comfortable","confortável"
"588","noun","the gain","o ganho"
"589","noun","the groom","o noivo"
"590","noun","the step","o passo"
"591","noun","the registration","o registo"
"592","adj.","likely","provável"
"593","noun","the lover","o amante"
"594","noun","the joint","a junta"
"595","noun","the absence of light","a escuridão"
"596","noun","the suffering","o sofrimento"
"597","adv.","practical","prático"
"598","noun","the gift","a prenda"
"599","noun","the champagne","o champanhe"
"600","verb","accompany","acompanhar"
"601","noun","the period","o período"
"602","noun","the pattern","o padrão"
"603","noun","the advantage","a vantagem"
"604","noun","the destruction","a destruição"
"605","adj.","both","ambos"
"606","verb","watch, attend","assistir"
"607","noun","the legend","a lenda"
"608","noun","the Africa","a áfrica"
"609","noun","the fuel","o combustível"
"610","noun","the lip","o lábio"
"611","noun","the street corner","a esquina"
"612","adj.","gentle","gentil"
"613","noun","the belt","o cinto"
"614","noun","the boot","a bota"
"615","adj.","boring","chato"
"616","verb","lunch","almoçar"
"617","noun","the donkey","o burro"
"618","noun","the written message","o recado"
"619","noun","the instruction","a instrução"
"620","noun","the witch","a bruxa"
"621","noun","the medicine","a medicina"
"622","verb","bother","incomodar"
"623","noun","the sugar","o açúcar"
"624","verb","mark","marcar"
"625","verb","glue","colar"
"626","noun","the navy","a marinha"
"627","noun","the poison","o veneno"
"628","noun","the cellar","a cave"
"629","noun","the mine","a mina"
"630","noun","the stick","o pau"
"631","verb","hunt","caçar"
"632","noun","the discussion","a discussão"
"633","noun","the demon","o demónio"
"634","noun","the snake","a cobra"
"635","noun","the thread","o fio"
"636","noun","the employee","o empregado"
"637","noun","the paradise","o paraíso"
"638","noun","the land","o terreno"
"639","noun","the launch","o lançamento"
"640","noun","the arrangement","o arranjo"
"641","verb","presume","presumir"
"642","noun","the act","o ato"
"643","noun","the pope","o papa"
"644","adj.","another","noutro"
"645","adj.","magic","mágico"
"646","noun","the quality","a qualidade"
"647","noun","the measure","a medida"
"648","noun","the wrist","o pulso"
"649","noun","the satellite","o satélite"
"650","verb","negotiate","negociar"
"651","verb","break","quebrar"
"652","noun","the coverage","a cobertura"
"653","noun","the phone call","o telefonema"
"654","adj.","dirty","sujo"
"655","noun","the subject","o sujeito"
"656","noun","the commission","a comissão"
"657","noun","the warrior","o guerreiro"
"658","adj.","healthy","saudável"
"659","adj.","armed","armado"
"660","noun","the wave","a onda"
"661","noun","the old man","o velhote"
"662","noun","the effort","o esforço"
"663","noun","the dish","o prato"
"664","adj.","aerial","aéreo"
"665","verb","feed","alimentar"
"666","noun","the rhythm","o ritmo"
"667","noun","the parking lot","o estacionamento"
"668","noun","the divorce","o divórcio"
"669","adj.","cruel","cruel"
"670","noun","the temperature","a temperatura"
"671","adj.","cute","giro"
"672","verb","cook","cozinhar"
"673","adv.","extreme","extremo"
"674","adj.","forgotten","esquecido"
"675","noun","the meaning","o significado"
"676","noun","the wing (of a bird)","a asa"
"677","verb","concentrate","concentrar"
"678","noun","the governor","o governador"
"679","verb","limit","limitar"
"680","noun","the manager","o gerente"
"681","noun","the lady (of honor)","a dama"
"682","conj.","however","porém"
"683","noun","the route","a rota"
"684","noun","the fortune","a fortuna"
"685","verb","observe","observar"
"686","noun","the physics","a física"
"687","verb","interrupt","interromper"
"688","noun","the port","o porto"
"689","noun","the corpse","o cadáver"
"690","noun","the quantity","a quantidade"
"691","noun","the passion","a paixão"
"692","noun","the tank","o tanque"
"693","adj.","chosen","escolhido"
"694","noun","the exterior","o exterior"
"695","adj.","heavy","pesado"
"696","noun","the resistance","a resistência"
"697","noun","the campaign","a campanha"
"698","noun","the fan","o fã"
"699","noun","the study","o estudo"
"700","verb","desire","apetecer"
"701","noun","the military","o militar"
"702","noun","the shift","o turno"
"703","noun","the rescue (saving someone)","o resgate"
"704","noun","the production","a produção"
"705","adv.","previous","anterior"
"706","adj.","miserable","desgraçado"
"707","verb","please","agradar"
"708","noun","the rear","a traseira"
"709","noun","the sweet","o doce"
"710","noun","the spring","a primavera"
"711","noun","the vampire","o vampiro"
"712","adj.","genius","genial"
"713","noun","the can","a lata"
"714","verb","ignite","arder"
"715","noun","the sauce","o molho"
"716","adj.","left","esquerdo"
"717","adj.","stuck-up","metido"
"718","noun","the episode","o episódio"
"719","noun","the prostitute","a prostituta"
"720","noun","the reputation","a reputação"
"721","noun","the fever","a febre"
"722","adj.","pure","puro"
"723","adj.","curious","curioso"
"724","noun","the Tuesday","a terça"
"725","verb","combat","combater"
"726","noun","the punishment","o castigo"
"727","verb","separate","separar"
"728","adj.","civil","civil"
"729","noun","the kilometer","o quilómetro"
"730","verb","dream","sonhar"
"731","adv.","beneath","embaixo"
"732","verb","commit","cometer"
"733","noun","the sample","a amostra"
"734","noun","the farewell","a despedida"
"735","adj.","double","duplo"
"736","noun","the clinic","a clínica"
"737","noun","the exercise","o exercício"
"738","noun","the bad luck","o azar"
"739","adj.","cardiac","cardíaco"
"740","noun","the metal","o metal"
"741","noun","the session","a sessão"
"742","noun","the golf","o golfe"
"743","adj.","available","disponível"
"744","noun","the warehouse","o armazém"
"745","adj.","commercial","comercial"
"746","noun","the bicycle","a bicicleta"
"747","verb","burn","queimar"
"748","adj.","delivered","entregue"
"749","noun","the complaint","a queixa"
"750","noun","the custom","o costume"
"751","verb","change position","mover"
"752","noun","the maid","a empregada"
"753","noun","the jump","o salto"
"754","noun","the town","a vila"
"755","noun","the palace","o palácio"
"756","noun","the jungle","a selva"
"757","verb","pray","rezar"
"758","noun","the analysis","a análise"
"759","adj.","mental","mental"
"760","noun","the wolf","o lobo"
"761","adj.","favorite item","favorito"
"762","noun","the tax","o imposto"
"763","adj.","foolish decision","tolo"
"764","noun","the rooster","o frango"
"765","noun","the traffic","o trânsito"
"766","noun","the surroundings","o redor"
"767","noun","the circumstance","a circunstância"
"768","noun","the cleaning","a limpeza"
"769","adj.","satisfied","satisfeito"
"770","adj.","popular","popular"
"771","noun","the pill","o comprimido"
"772","adj.","previous","anterior"
"773","noun","the device","o dispositivo"
"774","noun","the spider","a aranha"
"775","noun","the cretin","o cretino"
"776","noun","the team","o time"
"777","noun","the reaction","a reacção"
"778","noun","the territory","o território"
"779","noun","the alliance","a aliança"
"780","adj.","Chinese","chinês"
"781","verb","invite","convidar"
"782","noun","the coin","a moeda"
"783","noun","the underwear","a cueca"
"784","verb","assume","assumir"
"785","noun","the payment","o pagamento"
"786","noun","the shoulder","o ombro"
"787","noun","the facial expression","a face"
"788","adj.","completed","terminado"
"789","noun","the beast","a besta"
"790","noun","the highness","a alteza"
"791","adj.","deadly","mortal"
"792","noun","the member, partner","o sócio"
"793","noun","the conference","a conferência"
"794","noun","the circle","o círculo"
"795","noun","the declaration","a declaração"
"796","noun","the judgment","o juízo"
"797","verb","to fail","falhar"
"798","noun","the debt","a dívida"
"799","noun","the inspector","o inspector"
"800","adj.","attractive","atraente"
"801","noun","the reward","a recompensa"
"802","adj.","clear","claro"
"803","noun","the feeling","o sentimento"
"804","verb","bless","abençoar"
"805","verb","pull out","arrancar"
"806","noun","the male genitalia","o pénis"
"807","noun","the ink","a tinta"
"808","adj.","tempted","tentado"
"809","verb","assemble","montar"
"810","noun","the jury","o júri"
"811","adj.","condemned","condenado"
"812","noun","the female cousin","a prima"
"813","adj.","fresh","fresco"
"814","noun","the doll","a boneca"
"815","adj.","short","curto"
"816","verb","launch","lançar"
"817","adj.","ripped","ripado"
"818","verb","hit","acertar"
"819","noun","the section","a secção"
"820","noun","the traitor","o traidor"
"821","verb","begin","iniciar"
"822","verb","go for a stroll","passear"
"823","adj.","brave","corajoso"
"824","noun","the hatred","o ódio"
"825","verb","watch","vigiar"
"826","noun","the invitation","o convite"
"827","noun","the admiral","o almirante"
"828","noun","the package","o pacote"
"829","noun","the recording","a gravação"
"830","verb","annoy","chatear"
"831","noun","the toast","o brinde"
"832","noun","the garment","a veste"
"833","adj.","amazing","espantoso"
"834","noun","the birth, delivery","o parto"
"835","noun","the audience","a audiência"
"836","verb","film","filmar"
"837","noun","the infection","a infecção"
"838","noun","the communication","a comunicação"
"839","verb","point","apontar"
"840","noun","the day off","a folga"
"841","noun","the commitment","o compromisso"
"842","noun","the beard","a barba"
"843","noun","the writer","o escritor"
"844","noun","the tear","a lágrima"
"845","noun","the pen","a caneta"
"846","verb","contact","contactar"
"847","noun","the bathroom","o banheiro"
"848","noun","the glue","a cola"
"849","noun","the incident","o incidente"
"850","noun","the cover","a capa"
"851","noun","the folder","a pasta"
"852","noun","the jealousy","o ciúme"
"853","noun","the psychiatrist","o psiquiatra"
"854","noun","the arrival","a chegada"
"855","noun","the doctor (female)","a doutora"
"856","noun","the position, job","o cargo"
"857","noun","the temple","o templo"
"858","noun","the adventure","a aventura"
"859","noun","the resource","o recurso"
"860","noun","the crowd","a multidão"
"861","adj.","romantic","romântico"
"862","verb","pull","puxar"
"863","noun","the fantasy","a fantasia"
"864","verb","occur","ocorrer"
"865","noun","the address, location","o endereço"
"866","noun","the organization","a organização"
"867","noun","the romance","o romance"
"868","adj.","noble","nobre"
"869","noun","the battery","a bateria"
"870","adj.","spatial","espacial"
"871","noun","the empire","o império"
"872","verb","pursue","perseguir"
"873","verb","guide","guiar"
"874","verb","release","soltar"
"875","noun","the concern","a preocupação"
"876","noun","the flower","a flor"
"877","verb","vomit","vomitar"
