"id","part_of_speech","definition","answer"
"1166","noun","department in an organization","отдел"
"1167","noun","spring","весна"
"1168","noun","lunch","обед"
"1169","noun","meaning (value)","значение"
"1170","noun","bottom","дно"
"1171","noun","photograph","фотография"
"1172","","a certain (some)","некий"
"1173","noun","success","успех"
"1174","adv.","dirty","грязно"
"1175","adj.","dirty","грязный"
"1176","adv.","naturally","естественно"
"1177","adj.","natural (innate)","естественный"
"1178","verb","command, order","велеть"
"1179","noun","scene","сцена"
"1180","noun","ticket","билет"
"1181","noun","composition","состав"
"1182","adj.","renowned, famous","знаменитый"
"1183","adj.","extra","лишний"
"1184","noun","honor","честь"
"1185","verb","have (be available)","иметься"
"1186","noun","laughter","смех"
"1187","noun","USSR","СССР"
"1188","adj.","wooden","деревянный"
"1189","verb","lower (once)","опустить"
"1190","verb","be born (one-time event)","родиться"
"1191","noun","way","способ"
"1192","verb","save (once)","спасти"
"1193","noun","vision","зрение"
"1194","adj.","English","английский"
"1195","adj.","separate","отдельный"
"1196","verb","apologize (one-time)","извинить"
"1197","adj.","loud","громкий"
"1198","adv.","loudly (loud noise)","громко"
"1199","verb","announce (completed action)","объявить"
"1200","noun","west","запад"
"1201","noun","Germany","Германия"
"1202","verb","address, appeal","обращаться"
"1203","noun","population","население"
"1204","noun","trouble","беда"
"1205","verb","hurry (ongoing)","спешить"
"1206","noun","food","еда"
"1207","adv.","late","поздно"
"1208","adj.","special (specific)","специальный"
"1209","verb","observe","наблюдать"
"1210","noun","Jew","еврей"
"1211","","oh (regret)","ой"
"1212","verb","manage to do","суметь"
"1213","verb","turn around (turn oneself)","обернуться"
"1214","noun","minister","министр"
"1215","noun","firm","фирма"
"1216","verb","wake up oneself","проснуться"
"1217","noun","organization","организация"
"1218","noun","principle","принцип"
"1219","noun","direction","направление"
"1220","adv.","much","гораздо"
"1221","noun","master","мастер"
"1222","verb","wait (wait a bit)","подождать"
"1223","adv.","bright (light)","светло"
"1224","adj.","bright, light","светлый"
"1225","noun","error","ошибка"
"1226","noun","height","высота"
"1227","noun","creature","существо"
"1228","verb","speak (once)","заговорить"
"1229","noun","little boy","мальчишка"
"1230","verb","use (ongoing)","пользоваться"
"1231","adj.","scientific","научный"
"1232","verb","repeat (regularly)","повторять"
"1233","adj.","bright","яркий"
"1234","adv.","bright (colorful)","ярко"
"1235","num.","several","несколько"
"1236","verb","learn (to teach)","учить"
"1237","verb","take on","взяться"
"1238","verb","run (run regularly)","бегать"
"1239","noun","Lord","господь"
"1240","adj.","public","общественный"
"1241","verb","arrange (set up)","устроить"
"1242","verb","breathe","дышать"
"1243","verb","lie down (once)","лечь"
"1244","noun","USA","США"
"1245","noun","camera","камера"
"1246","noun","victory","победа"
"1247","adj.","scientific (scholarly)","учёный"
"1248","verb","consist (permanent)","состоять"
"1249","verb","come in (frequent entry)","заходить"
"1250","noun","humanity","человечество"
"1251","noun","phrase","фраза"
"1252","adv.","attentively","внимательно"
"1253","adj.","attentive","внимательный"
"1254","verb","consider, be regarded as","считаться"
"1255","adv.","probably (probable)","вероятно"
"1256","adj.","neighboring","соседний"
"1257","noun","castle","замок"
"1258","adj.","red-haired","рыжий"
"1259","verb","drive, ride (regularly)","ездить"
"1260","","oh my god","господи"
"1261","verb","stop another","остановить"
"1262","verb","meet by chance","встретиться"
"1263","verb","come into view","явиться"
"1264","noun","market","рынок"
"1265","adv.","hard","тяжело"
"1266","adj.","angry","злой"
"1267","noun","club","клуб"
"1268","verb","bring by vehicle","привезти"
"1269","verb","pay (repeatedly)","платить"
"1270","noun","bone","кость"
"1271","adj.","wild","дикий"
"1272","noun","personality","личность"
"1273","noun","capital city","столица"
"1274","verb","sleep (once)","спасть"
"1275","noun","health","здоровье"
"1276","verb","greet (formal)","здравствовать"
"1277","noun","attempt","попытка"
"1278","verb","allow (be allowing)","позволять"
"1279","adv.","most","наиболее"
"1280","adv.","gradually","постепенно"
"1281","num.","fifth","пятый"
"1282","adj.","definite","определённый"
"1283","noun","reader","читатель"
"1284","noun","joke","шутка"
"1285","adj.","historical","исторический"
"1286","","following (after)","вслед"
"1287","noun","employee","сотрудник"
"1288","","inside (place)","внутри"
"1289","adv.","actually","собственно"
"1290","noun","homeland","родина"
"1291","noun","tsar","царь"
"1292","","about (in terms of)","насчет"
"1293","noun","page","страница"
"1294","noun","speed","скорость"
"1295","noun","wild beast","зверь"
"1296","noun","to help","помочь"
"1297","verb","declare (one-time statement)","заявить"
"1298","","something","нечто"
"1299","noun","size","размер"
"1300","noun","resident","житель"
"1301","noun","secretary","секретарь"
"1302","adj.","urban","городской"
"1303","adv.","excellent (wonderful)","прекрасно"
"1304","verb","stick out (continuously)","торчать"
"1305","","much","многое"
"1306","noun","America","Америка"
"1307","noun","cigarette","сигарета"
"1308","adv.","completely (fully)","полностью"
"1309","noun","beer","пиво"
"1310","noun","reception","прием"
"1311","noun","opponent","противник"
"1312","noun","education","образование"
"1313","noun","product","продукт"
"1314","verb","catch quickly","поймать"
"1315","noun","bullet","пуля"
"1316","noun","booklet","книжка"
"1317","adj.","distant (farthest)","дальний"
"1318","adj.","economic","экономический"
"1319","noun","representative","представитель"
"1320","verb","collect","собирать"
"1321","adj.","visible","видимый"
"1322","noun","production","производство"
"1323","noun","hospital (hospital, clinic)","больница"
"1324","noun","restaurant","ресторан"
"1325","verb","find continually","находить"
"1326","noun","sofa","диван"
"1327","noun","breath","дыхание"
"1328","noun","prison","тюрьма"
"1329","noun","lung","лёгкое"
"1330","noun","meat","мясо"
"1331","","below (location)","внизу"
"1332","noun","female cat","кошка"
"1333","noun","adult","взрослый"
"1334","adj.","adult","взрослый"
"1335","noun","absence","отсутствие"
"1336","noun","mood","настроение"
"1337","verb","gather (people)","собрать"
"1338","verb","step (step on)","наступить"
"1339","noun","rest","покой"
"1340","verb","pull (ongoing)","тянуть"
"1341","adj.","folk","народный"
"1342","noun","percentage","процент"
"1343","adv.","constantly","постоянно"
"1344","verb","throw repeatedly","бросать"
"1345","verb","dream (voluntarily)","мечтать"
"1346","verb","want (desire suddenly)","захотеть"
"1347","noun","bus","автобус"
"1348","noun","east","восток"
"1349","verb","keep leaving","оставлять"
"1350","verb","smirk","усмехнуться"
"1351","noun","echo","эхо"
"1352","adv.","approximately","примерно"
"1353","noun","automobile","автомобиль"
"1354","adv.","externally","внешне"
"1355","adj.","external","внешний"
"1356","adj.","technical","технический"
"1357","verb","disappear completely","пропасть"
"1358","verb","endure, withstand","выдержать"
"1359","noun","instant","миг"
"1360","noun","squad","отряд"
"1361","","above","сверху"
"1362","adv.","so much (that much)","настолько"
"1363","verb","greet someone","встречать"
"1364","verb","let","пускать"
"1365","adj.","clear (transparent)","ясный"
"1366","noun","occupation","занятие"
"1367","adj.","real (actual)","реальный"
"1368","adj.","rear","задний"
"1369","noun","Europe","Европа"
"1370","adv.","accidentally","случайно"
"1371","noun","performer","артист"
"1372","adj.","complex (intricate)","сложный"
"1373","noun","planet","планета"
"1374","noun","threshold","порог"
"1375","noun","phenomenon","явление"
"1376","verb","release (let go)","отпустить"
"1377","noun","beauty","красота"
"1378","verb","exclaim","воскликнуть"
"1379","","opposite","напротив"
"1380","verb","tremble (shiver)","дрожать"
"1381","noun","tent","палатка"
"1382","verb","choose (one-time choice)","выбрать"
"1383","noun","drunk","пьяный"
"1384","adj.","drunk","пьяный"
"1385","noun","council","рада"
"1386","noun","board","доска"
"1387","noun","pistol","пистолет"
"1388","verb","shake hands","пожать"
"1389","noun","actor","актер"
"1390","verb","sound (resound)","раздаться"
"1391","adv.","in vain (useless)","зря"
"1392","noun","ceiling","потолок"
"1393","noun","bed (bedding)","постель"
"1394","adv.","towards","навстречу"
"1395","adj.","nearest","ближайший"
"1396","noun","handbag","сумка"
"1397","noun","moment (instant)","мгновение"
"1398","noun","holiday","праздник"
"1399","adv.","densely","густо"
"1400","adj.","dense (thick)","густой"
"1401","noun","bridge","мост"
"1402","noun","energy","энергия"
"1403","noun","supervisor","начальство"
"1404","noun","regret","сожаление"
"1405","num.","one and a half","полтора"
"1406","verb","explain (repeatedly)","объяснять"
"1407","verb","redirect, turn","обратить"
"1408","verb","shove","сунуть"
"1409","num.","fifteen","пятнадцать"
"1410","verb","allow (permit)","разрешить"
"1411","noun","plot (of land)","участок"
"1412","noun","victim","жертва"
"1413","noun","sword","меч"
"1414","noun","ring","звонок"
"1415","noun","cinema","кино"
"1416","verb","confess","признаться"
"1417","noun","frost","мороз"
"1418","verb","compose (repeatedly)","составлять"
"1419","adj.","poor (not rich)","бедный"
"1420","adj.","summer","летний"
"1421","verb","see (colloquially)","видать"
"1422","noun","address","адрес"
"1423","adj.","closed","закрытый"
"1424","noun","throat","горло"
"1425","noun","bonfire","костер"
"1426","adj.","pitiful","жалкий"
"1427","adv.","pity","жалко"
"1428","noun","male cat","кот"
"1429","noun","bull","бык"
"1430","adj.","difficult","трудный"
"1431","noun","text","текст"
"1432","noun","warmth","тепло"
"1433","verb","occupy (ongoing)","занимать"
"1434","noun","sand","песок"
"1435","adv.","painful","больно"
"1436","noun","doubt","сомнение"
"1437","noun","territory","территория"
"1438","noun","secret","тайна"
"1439","noun","wolf","волк"
"1440","verb","lose (gradually)","терять"
"1441","noun","buddy","приятель"
"1442","noun","sleeve","рукав"
"1443","noun","grandfather (affectionate)","дедушка"
"1444","verb","jump (jump up)","вскочить"
"1445","verb","read (read through)","прочитать"
"1446","adv.","honestly","честно"
"1447","noun","butter","масло"
"1448","adj.","constant","постоянный"
"1449","","any (female)","всякая"
"1450","noun","existence","существование"
"1451","verb","crawl persistently","лезть"
"1452","adj.","junior","младший"
"1453","verb","dispatch something","отправить"
"1454","verb","build (completed action)","построить"
"1455","adv.","nervously","нервно"
"1456","adj.","nervous","нервный"
"1457","verb","let go","пустить"
"1458","noun","birth","рождение"
"1459","verb","look in","заглянуть"
"1460","verb","say (repeatedly)","проговорить"
"1461","noun","memories","воспоминание"
"1462","verb","check (completed action)","проверить"
"1463","verb","be ill","болеть"
"1464","noun","tone","тон"
"1465","noun","notion","понятие"
"1466","adj.","low","низкий"
"1467","adv.","low","низко"
"1468","adv.","further","далее"
"1469","adv.","forever (eternal)","вечно"
"1470","adj.","eternal","вечный"
"1471","noun","song","песня"
"1472","adj.","maritime","морской"
"1473","noun","wing","крыло"
"1474","verb","lift (be lifting)","поднимать"
"1475","adj.","pink","розовый"
"1476","noun","violation","нарушение"
"1477","noun","autumn","осень"
"1478","adj.","assigned","положенный"
"1479","noun","mist","туман"
"1480","noun","Leningrad","Ленинград"
"1481","noun","dress","платье"
"1482","noun","performance","представление"
"1483","noun","change","изменение"
"1484","noun","option","вариант"
"1485","noun","chauffeur","шофер"
"1486","adj.","dangerous","опасный"
"1487","verb","mean (general)","означать"
"1488","noun","entrance","вход"
"1489","adv.","practically (nearly)","практически"
"1490","adj.","current, present","нынешний"
"1491","adv.","foolishly","глупо"
"1492","adj.","foolish (stupid)","глупый"
"1493","adj.","national","национальный"
"1494","noun","official","чиновник"
"1495","noun","surface","поверхность"
"1496","adv.","pleasant","приятно"
"1497","adj.","pleasant (nice)","приятный"
"1498","adj.","stone","каменный"
"1499","verb","be said","говориться"
"1500","","other (extra)","прочий"
"1501","verb","experience (ongoing)","испытывать"
"1502","adv.","early","рано"
"1503","verb","get married","жениться"
"1504","noun","device","аппарат"
"1505","noun","church","церковь"
"1506","noun","pen","ручка"
"1507","verb","look back","оглянуться"
"1508","verb","invite (one-time)","пригласить"
"1509","noun","hostess","хозяйка"
"1510","adv.","strictly","строго"
"1511","verb","belong","принадлежать"
"1512","adv.","suddenly (instantly)","внезапно"
"1513","adj.","sudden","внезапный"
"1514","adj.","single","единый"
"1515","noun","palace","дворец"
"1516","noun","driver","водитель"
"1517","verb","build (ongoing action)","строить"
"1518","noun","plenty","множество"
"1519","verb","cross (one-time action)","перейти"
"1520","noun","table (small)","столик"
"1521","noun","lesson","урок"
"1522","adj.","ancient (very old)","древний"
"1523","noun","danger","опасность"
"1524","verb","succeed (be lucky)","повезти"
"1525","noun","French","французский"
"1526","adj.","French","французский"
"1527","verb","glance (take a look)","поглядеть"
"1528","noun","sorrow","горе"
"1529","adj.","honest (truthful)","честный"
"1530","noun","capability","способность"
"1531","verb","turn something","повернуть"
"1532","noun","rest (the remaining part)","остальное"
"1533","verb","get to (place)","добраться"
"1534","adv.","seriously (serious)","серьёзно"
"1535","verb","admit","признать"
"1536","verb","enter, enroll","поступить"
"1537","noun","worker (worker, employee)","работник"
"1538","noun","debt","долг"
"1539","noun","specialist","специалист"
"1540","verb","hurry up","торопиться"
"1541","","so","итак"
"1542","adj.","central","центральный"
"1543","noun","television","телевизор"
"1544","noun","evil","зло"
"1545","noun","taste","вкус"
"1546","noun","fly","муха"
"1547","noun","search","поиск"
"1548","noun","sergeant","старшина"
"1549","noun","lake","озеро"
"1550","noun","suitcase","чемодан"
"1551","verb","pull out (extract)","вынуть"
"1552","","behind (direction)","сзади"
"1553","verb","cost","стоить"
"1554","noun","limit","предел"
"1555","noun","museum","музей"
"1556","noun","stain","пятно"
"1557","noun","zone","зона"
"1558","noun","pupil","ученик"
"1559","adv.","forever (permanent)","навсегда"
"1560","noun","sense","толк"
"1561","verb","suppose (ongoing)","полагать"
"1562","noun","relative","родственник"
"1563","noun","source","источник"
"1564","adj.","pleasant (agreeable)","угодный"
"1565","verb","listen (listen for a bit)","послушать"
"1566","noun","wheel","колесо"
"1567","noun","dirt","грязь"
"1568","verb","mark (specific)","отметить"
"1569","noun","walls","стен"
"1570","noun","good","добро"
"1571","noun","drop","капля"
"1572","noun","screen","экран"
"1573","noun","leader","руководитель"
"1574","noun","inspector","инспектор"
"1575","noun","surprise","удивление"
"1576","verb","affirm","утверждать"
"1577","noun","milk","молоко"
"1578","adv.","obviously","очевидно"
"1579","verb","differ","отличаться"
"1580","noun","sentence","предложение"
"1581","","there isn't","нету"
"1582","noun","environment","среда"
"1583","verb","jump out","выскочить"
"1584","adj.","dressed","одетый"
"1585","noun","platform","площадка"
"1586","verb","arrive (be arriving)","приезжать"
"1587","verb","roll (continuously)","катить"
"1588","noun","conscience","совесть"
"1589","noun","coffee","кофе"
"1590","noun","pants","штаны"
"1591","noun","hunting","охота"
"1592","noun","eyebrow","бровь"
"1593","verb","grow","расти"
"1594","noun","list","список"
"1595","adv.","lower","ниже"
"1596","verb","return (give back)","вернуть"
"1597","verb","depend","зависеть"
"1598","noun","trunk","ствол"
"1599","noun","foundation","основание"
"1600","adj.","northern","северный"
"1601","verb","meet for the first time","познакомиться"
"1602","noun","behavior","поведение"
"1603","verb","sting (repeatedly)","жалить"
"1604","verb","be found (unexpectedly)","найтись"
"1605","verb","become (be made)","делаться"
"1606","verb","guess (once)","догадаться"
"1607","adj.","further","дальнейший"
"1608","verb","live (through a period)","прожить"
"1609","noun","effort","усилие"
"1610","verb","stroll","гулять"
"1611","noun","cage","клетка"
"1612","verb","figure out (complex situation)","разобраться"
"1613","verb","turn, address","обращать"
"1614","adj.","upper","верхний"
"1615","noun","situation (surroundings)","обстановка"
"1616","noun","temperature","температура"
"1617","noun","conclusion","вывод"
"1618","adv.","absolutely","абсолютно"
"1619","adj.","absolute","абсолютный"
"1620","noun","enterprise","предприятие"
"1621","adj.","accepted","принятый"
"1622","verb","give away regularly","отдавать"
"1623","verb","go down","сходить"
"1624","noun","gift","подарок"
"1625","verb","sound (resonate)","звучать"
"1626","noun","department (as in subdivision)","отделение"
"1627","verb","be worried","волноваться"
"1628","adj.","lower","нижний"
"1629","noun","thing (colloquial)","штука"
"1630","noun","protection","защита"
"1631","adv.","hardly","вряд"
"1632","noun","shot","выстрел"
"1633","adv.","immediately (at once)","тотчас"
"1634","noun","essence (core)","суть"
"1635","noun","corpse","труп"
"1636","noun","basis","основа"
"1637","verb","serve (to present)","подать"
"1638","adj.","domestic","домашний"
"1639","verb","cook (general)","готовить"
"1640","noun","participation","участие"
"1641","verb","regret (ongoing)","жалеть"
"1642","noun","background","фон"
"1643","noun","sign (symptom)","признак"
"1644","verb","lie (tell a falsehood)","врать"
"1645","verb","object (once)","возразить"
"1646","noun","summer house","дача"
"1647","","about (around)","обо"
"1648","adj.","satisfied (content)","довольный"
"1649","verb","prepare (oneself)","готовиться"
"1650","noun","layer","слой"
"1651","noun","security","охрана"
"1652","verb","transform (transform oneself)","превратиться"
"1653","noun","police officer","милиционер"
"1654","noun","portrait","портрет"
"1655","verb","endure, suffer","терпеть"
"1656","verb","wave (wave once)","махнуть"
"1657","noun","closet","шкаф"
"1658","noun","weight","вес"
"1659","noun","cold","холод"
"1660","verb","determine (specific instance)","определить"
"1661","verb","release (let out)","выпустить"
"1662","noun","alarm","тревога"
"1663","verb","perform (perform in public)","выступать"
"1664","noun","shelf","полок"
"1665","noun","jacket","куртка"
"1666","","after (some time)","спустя"
"1667","adv.","why (from what cause)","отчего"
"1668","noun","cabin","изба"
"1669","adv.","rarely","редко"
"1670","noun","summit","вершина"
"1671","adj.","secret (mysterious)","тайный"
"1672","adj.","busy","занятый"
"1673","verb","consider, examine","рассматривать"
"1674","verb","step away","отойти"
"1675","verb","grow up","вырасти"
"1676","noun","Paris","Париж"
"1677","noun","murder","убийство"
"1678","noun","shirt","рубашка"
"1679","","oh (disappointment)","ох"
"1680","noun","farm","хозяйство"
"1681","noun","park","парк"
"1682","verb","translate (once)","перевести"
"1683","noun","mode","режим"
"1684","noun","management (leadership)","руководство"
"1685","verb","plant (once)","посадить"
"1686","noun","crime","преступление"
"1687","noun","wall (small)","стенка"
"1688","verb","yell loudly","орать"
"1689","","all around","кругом"
"1690","verb","do without","обойтись"
"1691","noun","moon","луна"
"1692","noun","rich","богатый"
"1693","adj.","rich","богатый"
"1694","noun","hotel (hotel, inn)","гостиница"
"1695","noun","chat","беседа"
"1696","adj.","firm","твердый"
"1697","noun","regiment","полк"
"1698","verb","give out (specific thing)","выдать"
"1699","noun","paw","лапа"
"1700","verb","fight (fight in war)","воевать"
"1701","verb","be stopping","останавливаться"
"1702","adv.","nowhere (no destination)","никуда"
"1703","verb","possess","обладать"
"1704","verb","sell (once)","продать"
"1705","verb","argue","спорить"
"1706","adj.","sunny","солнечный"
"1707","noun","fence (fencing, enclosure)","забор"
"1708","adj.","bigger","больший"
"1709","noun","post","пост"
"1710","verb","start to crawl","полезть"
"1711","adv.","sadly (sorrowful)","печально"
"1712","adj.","sad (melancholic)","печальный"
"1713","verb","perform (perform tasks)","выполнять"
"1714","verb","be needed, required","требоваться"
"1715","adj.","pale","бледный"
"1716","verb","die (be dying)","умирать"
"1717","noun","cap","шапка"
"1718","verb","reach on foot","дойти"
"1719","verb","calm down (self)","успокоиться"
"1720","noun","university","университет"
"1721","noun","grandmother (more informal)","бабка"
"1722","noun","journalist","журналист"
"1723","noun","position (job, post)","должность"
"1724","verb","draw near, approach","приближаться"
"1725","noun","truth (absolute)","истина"
"1726","noun","solution","раствор"
"1727","noun","gas","газ"
"1728","noun","position (stance, viewpoint)","позиция"
"1729","verb","fly (regularly)","летать"
"1730","adj.","unexpected","неожиданный"
"1731","verb","kill (repeatedly)","убивать"
"1732","noun","appearance","появление"
"1733","adv.","deafly","глухо"
"1734","adj.","deaf","глухой"
"1735","adj.","ordinary (common)","обыкновенный"
"1736","verb","move suddenly","двинуться"
"1737","adv.","resolutely","решительно"
"1738","adj.","decisive","решительный"
"1739","verb","descend (descend)","спуститься"
"1740","noun","song (often used in poetry)","песнь"
"1741","noun","cloud","облако"
"1742","noun","snout","морда"
"1743","noun","note","записка"
"1744","adj.","foreign (international)","иностранный"
"1745","adj.","unfamiliar (strange)","незнакомый"
"1746","verb","install","установить"
"1747","verb","forget (gradually)","забывать"
"1748","verb","call out to","позвать"
"1749","adj.","physical","физический"
"1750","noun","lace","ус"
"1751","noun","room (space)","помещение"
"1752","verb","get scared","испугаться"
"1753","noun","cloak","плащ"
"1754","adv.","barely able to","еле"
"1755","adv.","dark","темно"
"1756","noun","entrance (to a building)","подъезд"
"1757","verb","eat (all at once)","съесть"
"1758","verb","read (read out loud)","прочесть"
"1759","noun","investigator","следователь"
"1760","num.","twelve","двенадцать"
"1761","verb","ponder (once)","задуматься"
"1762","verb","decide (decide regularly)","решать"
"1763","adj.","special (unique)","особенный"
"1764","verb","give as a gift","подарить"
"1765","verb","change oneself","измениться"
"1766","noun","handkerchief","платок"
"1767","adj.","powerful","мощный"
"1768","noun","middle","середина"
"1769","noun","crazy","сумасшедший"
"1770","adj.","insane","сумасшедший"
"1771","adv.","for sure","наверняка"
"1772","adv.","great","здорово"
"1773","noun","tension","напряжение"
"1774","noun","grave","могила"
"1775","noun","melancholy","тоска"
"1776","verb","lead (bring)","приводить"
"1777","verb","be amazed","удивляться"
"1778","adv.","literally","буквально"
"1779","noun","rim","борт"
"1780","verb","take (take away)","забрать"
"1781","noun","sin","грех"
"1782","adj.","unhappy","несчастный"
"1783","noun","construction","строй"
"1784","verb","occupy (one-time)","занять"
"1785","noun","research","исследование"
"1786","verb","prove (once)","доказать"
"1787","noun","letter (alphabet)","буква"
"1788","noun","reaction","реакция"
"1789","verb","cook (specific dish)","варить"
"1790","adj.","male","мужской"
"1791","adj.","sharp (intense)","резкий"
"1792","noun","saw","пила"
"1793","adj.","literary","литературный"
"1794","verb","cause to change","изменить"
"1795","noun","monkey","обезьяна"
"1796","noun","brigade","бригада"
"1797","verb","try to catch","ловить"
"1798","noun","remainder","остаток"
"1799","verb","strive (ongoing)","стремиться"
"1800","noun","point (item, spot)","пункт"
"1801","verb","stretch (stretch out)","тянуться"
"1802","noun","elbow","локоть"
"1803","adj.","obligated","обязанный"
"1804","noun","paint","краска"
"1805","noun","difference (contrast)","разница"
"1806","noun","distance (between two points)","расстояние"
"1807","noun","small circle or club","кружок"
"1808","adj.","elderly","пожилой"
"1809","adv.","incomprehensibly","непонятно"
"1810","adj.","incomprehensible","непонятный"
"1811","adv.","finally (definitively)","окончательно"
"1812","noun","Don","Дон"
"1813","verb","make (force continuously)","заставлять"
"1814","adj.","amazing","удивительный"
"1815","verb","suffer (ongoing)","страдать"
"1816","adj.","gray-haired","седой"
"1817","noun","politics","политика"
"1818","noun","generation","поколение"
