"id","part_of_speech","definition","answer"
"485","adj.","theatrical","театральный"
"486","adj.","distant (remote)","отдаленный"
"487","verb","be required (sudden need)","потребоваться"
"488","noun","laughter (loud)","хохот"
"489","noun","sort","сорт"
"490","adj.","production-related","производственный"
"491","adv.","closely","вплотную"
"492","adj.","ideological","идеологический"
"493","adv.","comparatively","сравнительно"
"494","verb","feed (oneself)","питаться"
"495","noun","commander (superior officer)","командующий"
"496","adj.","commanding","командующий"
"497","adj.","human (personal)","людской"
"498","verb","threaten (ongoing)","угрожать"
"499","noun","discourse","рассуждение"
"500","noun","flashlight","фонарик"
"501","noun","junk","дрянь"
"502","noun","Monday","понедельник"
"503","noun","district committee","райком"
"504","noun","uniform (military)","мундир"
"505","verb","stay (ongoing)","пребывать"
"506","verb","suppress (once)","подавить"
"507","noun","Poland","Польша"
"508","verb","dance (joyfully)","плясать"
"509","adv.","comfortably","удобно"
"510","verb","declare (continuously)","заявлять"
"511","noun","temple (of the head)","висок"
"512","noun","carrion","падаль"
"513","verb","persuade (once)","уговорить"
"514","noun","clay","глина"
"515","noun","kidney","почка"
"516","noun","professional","профессионал"
"517","noun","motorboat","катер"
"518","adv.","insufficiently","недостаточно"
"519","noun","ball (small)","шарик"
"520","noun","candy","конфета"
"521","verb","plant (repeatedly)","сажать"
"522","noun","whiskey","виски"
"523","verb","swim (start swimming)","поплыть"
"524","verb","divide (ongoing action)","делить"
"525","noun","net","сетка"
"526","noun","pool","бассейн"
"527","noun","dawn (daybreak, twilight)","заря"
"528","adj.","student","студенческий"
"529","adj.","tax","налоговый"
"530","noun","method (method, technique)","метод"
"531","noun","little man","человечек"
"532","verb","call for","призывать"
"533","noun","extension","протяжение"
"534","verb","smoke (continuously)","дымиться"
"535","adj.","royal (king's)","королевский"
"536","noun","womb","матка"
"537","noun","instinct","инстинкт"
"538","verb","greet (informal)","поздороваться"
"539","noun","beau","красавец"
"540","noun","moment (colloquial)","минутка"
"541","noun","ruler (governmental)","правитель"
"542","verb","hug (repeatedly)","обнимать"
"543","adv.","in half","пополам"
"544","verb","please","угодить"
"545","noun","heel (of a foot)","пяток"
"546","noun","study (act of studying)","изучение"
"547","verb","ride","кататься"
"548","adj.","doubtful","сомнительный"
"549","noun","infantry","пехота"
"550","adj.","district","районный"
"551","verb","express one's thoughts","выразиться"
"552","verb","tighten","натянуть"
"553","verb","deprive","лишить"
"554","verb","hold back (someone else)","удерживать"
"555","noun","charge","заряд"
"556","noun","rib","ребро"
"557","noun","joint","сустав"
"558","verb","get used to (process)","привыкать"
"559","noun","spine","хребет"
"560","adj.","bright red, crimson","багровый"
"561","noun","record (vinyl)","пластинка"
"562","verb","shake (continuously)","потрясать"
"563","noun","motive","мотив"
"564","adj.","daily","дневной"
"565","verb","rush abruptly","рвануться"
"566","verb","educate","воспитывать"
"567","noun","merit (achievement)","заслуга"
"568","noun","excitement (stimulation)","возбуждение"
"569","verb","go (for a short trip)","съездить"
"570","verb","push over","свалить"
"571","adj.","newspaper","газетный"
"572","adj.","biological","биологический"
"573","noun","small","малый"
"574","adj.","tan","смуглый"
"575","noun","fragment (bigger)","обломок"
"576","adj.","peasant","крестьянский"
"577","noun","booth","будка"
"578","adj.","specified","указанный"
"579","noun","shrub","кустарник"
"580","verb","get stuck","застрять"
"581","noun","diploma","диплом"
"582","verb","get by","обходиться"
"583","adj.","fake","фальшивый"
"584","noun","foam","пена"
"585","verb","slide","скользить"
"586","verb","penetrate (make way)","пробираться"
"587","verb","whirl (one-time)","вертеться"
"588","verb","boil","кипеть"
"589","verb","assign","поручить"
"590","verb","convince (ongoing action)","убеждать"
"591","noun","recovery","восстановление"
"592","adv.","not at all","ничуть"
"593","verb","get angry (colloquially)","злиться"
"594","noun","prayer","молитва"
"595","adv.","simply (plainly)","попросту"
"596","adj.","business-related","коммерческий"
"597","noun","disgust","отвращение"
"598","verb","give way","уступить"
"599","verb","avoid (continuous action)","избегать"
"600","adv.","from afar","издалека"
"601","verb","start moving","тронуться"
"602","noun","armament","вооружение"
"603","verb","transpire (colloquial)","твориться"
"604","adj.","inclined","склонный"
"605","noun","armpit","пазуха"
"606","noun","religion","религия"
"607","adv.","not for nothing","недаром"
"608","verb","come in handy","пригодиться"
"609","adj.","significant (essential)","существенный"
"610","verb","resist (once)","сопротивляться"
"611","verb","jump (hop)","скакать"
"612","noun","name (nickname)","кличка"
"613","adj.","officer","офицерский"
"614","noun","directive","указ"
"615","verb","swallow","проглотить"
"616","noun","counter (in a shop)","прилавок"
"617","adj.","repulsive","отвратительный"
"618","verb","inspect (quickly)","осматривать"
"619","verb","launch","запустить"
"620","noun","village (small place)","местечко"
"621","verb","share (once)","поделиться"
"622","noun","promise","обещание"
"623","verb","be found (process)","вестись"
"624","noun","veranda","веранда"
"625","noun","groan","стон"
"626","noun","equilibrium","равновесие"
"627","noun","boredom","скука"
"628","verb","burst through","прорваться"
"629","verb","fall behind (ongoing process)","отставать"
"630","num.","five hundred","пятьсот"
"631","verb","be marked","отмечаться"
"632","noun","celebration","торжество"
"633","noun","prosecutor's office","прокуратура"
"634","verb","penetrate (enter)","проникать"
"635","noun","oddball","чудак"
"636","adj.","inevitable","неизбежный"
"637","noun","visibility","видимость"
"638","noun","lad (young man, colloquial)","паренек"
"639","verb","immerse","погрузить"
"640","noun","family (biological)","семейство"
"641","noun","kingdom","царство"
"642","verb","consume","употреблять"
"643","verb","shout in surprise","вскричать"
"644","noun","statute","устав"
"645","noun","shoulder strap","погон"
"646","noun","wisdom","мудрость"
"647","verb","stick out (once)","высунуться"
"648","noun","fountain","фонтан"
"649","noun","battle","битва"
"650","noun","resident (of a rented place)","жилец"
"651","verb","stumble upon","наткнуться"
"652","noun","bitterness","горечь"
"653","verb","crack","трещать"
"654","noun","panic","паника"
"655","noun","emergence","возникновение"
"656","verb","wash","мыть"
"657","verb","become confused","смутиться"
"658","adj.","successful","удачный"
"659","verb","print (repeatedly)","печатать"
"660","adj.","sexual (erotic)","сексуальный"
"661","adv.","mockingly","насмешливо"
"662","noun","publication","публикация"
"663","verb","demonstrate","демонстрировать"
"664","adj.","Roman","римский"
"665","verb","justify","оправдать"
"666","noun","investigation (research)","расследование"
"667","noun","equipment","оборудование"
"668","adj.","harmful","вредный"
"669","noun","remote control","пульт"
"670","verb","grab (grab along)","прихватить"
"671","noun","ulcer","язва"
"672","noun","fate (destiny)","рок"
"673","verb","spread","распространить"
"674","","look","ишь"
"675","adj.","satisfied (full or well-fed)","сытый"
"676","verb","analyze","разбирать"
"677","noun","pear","груша"
"678","verb","glance at each other","переглянуться"
"679","adj.","oldish","старенький"
"680","noun","storm (thunderstorm)","гроза"
"681","noun","oxygen","кислород"
"682","noun","mine (coal)","шахта"
"683","adj.","cool","прохладный"
"684","verb","leak","протекать"
"685","noun","python","удав"
"686","noun","release","выпуск"
"687","noun","surgeon","хирург"
"688","adj.","disgusted","брезгливый"
"689","verb","unite","объединить"
"690","noun","symbol","символ"
"691","adj.","household","хозяйственный"
"692","noun","magic","магия"
"693","verb","clean (clean up)","убирать"
"694","verb","part ways","расставаться"
"695","verb","run up (repeatedly)","прибежать"
"696","noun","divorce","развод"
"697","adj.","ringing","звонкий"
"698","adj.","star","звёздный"
"699","noun","lie (untruth)","неправда"
"700","noun","restructuring","перестройка"
"701","adj.","strategic","стратегический"
"702","adj.","unfamiliar (unaccustomed)","непривычный"
"703","verb","sit through","просидеть"
"704","noun","head (manager)","заведующий"
"705","verb","create, art","творить"
"706","verb","flicker (weak, unstable)","мерцать"
"707","noun","initiative","инициатива"
"708","noun","CPSU","КПСС"
"709","adj.","individual","индивидуальный"
"710","noun","unit","единица"
"711","adj.","tragic","трагический"
"712","adj.","excessive","излишний"
"713","verb","drive in","загнать"
"714","verb","emphasize","подчеркивать"
"715","noun","region (official term)","регион"
"716","noun","defender","защитник"
"717","adj.","mute","немой"
"718","verb","attack","напасть"
"719","noun","sector","сектор"
"720","noun","sanitary","санитар"
"721","noun","reference (web link)","ссылка"
"722","noun","lady (Madam)","госпожа"
"723","adj.","mechanical (machines)","механический"
"724","noun","grove","роща"
"725","verb","bend over","нагнуться"
"726","verb","designate","предназначить"
"727","noun","Greek","грек"
"728","noun","sneer","усмешка"
"729","verb","be friends","дружить"
"730","adj.","unique","уникальный"
"731","noun","perception","восприятие"
"732","noun","descendant","потомок"
"733","noun","nomenclature","номенклатура"
"734","noun","footpath","тропа"
"735","adj.","respectful","почтительный"
"736","noun","execution (capital punishment)","казнь"
"737","adj.","judicial","судебный"
"738","noun","bacon","сало"
"739","adv.","painfully","мучительно"
"740","adj.","agonizing","мучительный"
"741","noun","sympathy","сочувствие"
"742","noun","breeze","ветерок"
"743","verb","manage arrangements","распорядиться"
"744","adv.","vividly","живо"
"745","verb","cling (continuous action)","цепляться"
"746","verb","increase (rapidly)","увеличиваться"
"747","noun","St. Petersburg","Питер"
"748","noun","luminary","светило"
"749","adj.","detailed","подробный"
"750","noun","honey","мёд"
"751","noun","admiration","восхищение"
"752","verb","invent","выдумать"
"753","noun","miss","мисс"
"754","noun","Caucasus","Кавказ"
"755","noun","nostril","ноздря"
"756","noun","combination","сочетание"
"757","adv.","halfway","наполовину"
"758","verb","be dispatching","отправлять"
"759","adj.","durable","прочный"
"760","verb","burst in","ворваться"
"761","adj.","magical (related to magic)","магический"
"762","verb","drink (repeatedly)","выпивать"
"763","noun","load","нагрузка"
"764","noun","formation (military)","группировка"
"765","noun","pepper","перец"
"766","adj.","governmental","правительственный"
"767","noun","tremor","дрожь"
"768","noun","discussion","обсуждение"
"769","verb","crawl around","ползать"
"770","adj.","hand","ручной"
"771","noun","resolution","постановление"
"772","num.","seventeen","семнадцать"
"773","verb","stretch out","вытянуться"
"774","noun","note (notebook entry)","заметка"
"775","noun","princess","принцесса"
"776","verb","visit regularly","посещать"
"777","noun","suicide","самоубийство"
"778","verb","move aside","отодвинуть"
"779","verb","crush","раздавить"
"780","noun","tenderness","нежность"
"781","adj.","slender (thin)","тоненький"
"782","noun","safe","сейф"
"783","noun","myth","миф"
"784","num.","five (people)","пятеро"
"785","verb","announce (ongoing action)","объявлять"
"786","adv.","disgusting","противно"
"787","noun","governance","правление"
"788","adj.","outstanding","выдающийся"
"789","noun","currency","валюта"
"790","verb","develop (completed action)","разработать"
"791","verb","fall apart","рассыпаться"
"792","noun","pancake","блин"
"793","noun","departure (exit by vehicle)","выезд"
"794","adv.","tightly (tight)","туго"
"795","noun","wrinkle","складка"
"796","adj.","silky","шёлковый"
"797","noun","traitor","предатель"
"798","noun","merchant (merchant, trader)","купец"
"799","verb","move away (ongoing)","удаляться"
"800","noun","psychic","психика"
"801","noun","painting (art form)","живопись"
"802","noun","hemorrhage","кровотечение"
"803","verb","grumble","ворчать"
"804","noun","democrat","демократ"
"805","verb","toss aside","откинуть"
"806","noun","crack","трещина"
"807","noun","morality","мораль"
"808","verb","swing open","распахнуться"
"809","verb","be remembered","помниться"
"810","noun","faculty","факультет"
"811","verb","impress (repeatedly)","поражать"
"812","noun","avenue","аллея"
"813","verb","arrive (arrive metaphorically)","настать"
"814","noun","glade","поляна"
"815","noun","felt boot","валенок"
"816","adj.","moody","угрюмый"
