"id","part_of_speech","definition","answer"
"257","verb","apply (ongoing process)","применять"
"258","adv.","inevitably","непременно"
"259","noun","gold","золото"
"260","noun","threat","угроза"
"261","verb","report (once)","доложить"
"262","noun","apple","яблоко"
"263","verb","be getting changed","меняться"
"264","adj.","reverse","обратный"
"265","noun","journey (voyage)","путешествие"
"266","noun","tradition","традиция"
"267","adj.","useful","полезный"
"268","noun","France","Франция"
"269","verb","drive, rush","гнать"
"270","verb","find out (investigation)","выяснить"
"271","verb","fight (fight physically)","драться"
"272","noun","wounded","раненый"
"273","adj.","wounded","раненый"
"274","noun","deputy","депутат"
"275","verb","feel like","захотеться"
"276","noun","American","американец"
"277","verb","produce (repeatedly)","производить"
"278","adv.","nowhere (no location)","нигде"
"279","noun","meeting (acquaintance)","знакомство"
"280","verb","fall asleep (quickly)","заснуть"
"281","verb","deviate from path","свернуть"
"282","adv.","thoughtfully","задумчиво"
"283","verb","suspect","подозревать"
"284","adj.","modest","скромный"
"285","verb","descend (be descending)","спускаться"
"286","noun","investigation (inquiry)","следствие"
"287","adj.","medical","медицинский"
"288","verb","agree (after discussion)","договориться"
"289","noun","egg","яйцо"
"290","noun","deed","поступок"
"291","noun","criminal","преступник"
"292","verb","check (ongoing action)","проверять"
"293","verb","sit down (once)","присесть"
"294","noun","rank","звание"
"295","noun","firewood","дрова"
"296","adj.","convenient","удобный"
"297","adv.","neatly","аккуратно"
"298","adj.","neat","аккуратный"
"299","noun","pillow","подушка"
"300","noun","run","бег"
"301","noun","auntie","тетка"
"302","verb","miss (event)","пропустить"
"303","noun","division","дивизия"
"304","noun","brandy","коньяк"
"305","noun","etc.","др"
"306","verb","open wide","распахнуть"
"307","adv.","exceptionally","исключительно"
"308","noun","horizon","горизонт"
"309","noun","Chinese (language)","китайский"
"310","adj.","Chinese","китайский"
"311","verb","move by crawling","ползти"
"312","verb","get out","выбраться"
"313","adv.","gloomily","мрачно"
"314","adj.","grim","мрачный"
"315","noun","detail (more technical)","деталь"
"316","noun","contact","контакт"
"317","noun","beetle","жук"
"318","noun","boss","шеф"
"319","noun","Saint Petersburg","Петербург"
"320","adj.","correct","правильный"
"321","verb","wait (wait for a while)","погодить"
"322","noun","news","новость"
"323","adj.","morning","утренний"
"324","noun","genius","гений"
"325","noun","transmission","передача"
"326","noun","editorial office","редакция"
"327","verb","descend (lower oneself)","опуститься"
"328","noun","December","декабрь"
"329","noun","audience","публика"
"330","noun","collective farm","колхоз"
"331","noun","wedding","свадьба"
"332","noun","onion","лук"
"333","noun","village (small town)","городок"
"334","adv.","quite a few","немало"
"335","noun","bandit","бандит"
"336","noun","Muscovite","москвич"
"337","noun","laboratory","лаборатория"
"338","verb","cease, stop","прекратить"
"339","adv.","according to","согласно"
"340","verb","cope","справиться"
"341","noun","youth (as a group)","молодёжь"
"342","noun","November","ноябрь"
"343","noun","construction (constructing)","строительство"
"344","verb","listen (listen attentively)","прислушиваться"
"345","noun","package","пакет"
"346","noun","pension","пенсия"
"347","verb","try hard (once)","постараться"
"348","noun","value","ценность"
"349","noun","hare","заяц"
"350","noun","sir","сэр"
"351","noun","stomach (stomach, organ)","желудок"
"352","noun","weakness","слабость"
"353","noun","dance","танец"
"354","verb","study (once)","изучать"
"355","adv.","surprisingly","удивительно"
"356","verb","saw (repeatedly)","пилить"
"357","noun","prince","князь"
"358","adj.","party","партийный"
"359","noun","bomb","бомба"
"360","noun","soldier (warrior)","воин"
"361","verb","sign","подписать"
"362","noun","shooter","стрелок"
"363","verb","be sending","посылать"
"364","noun","committee","комитет"
"365","noun","card","карточка"
"366","noun","result (final)","итог"
"367","noun","gal","девка"
"368","noun","imagination","воображение"
"369","adj.","warm-hearted","душевный"
"370","adj.","dense (solid)","плотный"
"371","verb","dance (general)","танцевать"
"372","noun","slope","склон"
"373","noun","reality","действительность"
"374","noun","explanation","объяснение"
"375","adj.","silver","серебряный"
"376","verb","pick up","подобрать"
"377","adv.","imperceptibly","незаметно"
"378","verb","illuminate","осветить"
"379","adj.","cheap","дешевый"
"380","adj.","numerous","многочисленный"
"381","noun","steppe","степь"
"382","adj.","glass","стеклянный"
"383","noun","thief","вор"
"384","noun","grandson","внук"
"385","adj.","hungry","голодный"
"386","noun","rifle","винтовка"
"387","noun","lion","лев"
"388","noun","weight (burden)","тяжесть"
"389","verb","acquire (completed action)","приобрести"
"390","noun","defense","оборона"
"391","adv.","terribly","ужасно"
"392","noun","flame","огонек"
"393","verb","inquire (casually)","поинтересоваться"
"394","adj.","evening","вечерний"
"395","verb","shout out","заорать"
"396","verb","touch (be touching)","трогать"
"397","verb","detain","задержать"
"398","noun","chin","подбородок"
"399","noun","style","стиль"
"400","adj.","ominous (prophetic)","вещий"
"401","noun","editor","редактор"
"402","verb","demand (immediate)","потребовать"
"403","noun","crevice","щель"
"404","adv.","aloud","вслух"
"405","verb","sparkle","блестеть"
"406","adj.","opposite","противоположный"
"407","noun","pressure","давление"
"408","adj.","communist","коммунистический"
"409","noun","director (film, theater)","режиссер"
"410","noun","gift (donation)","дар"
"411","noun","metro","метро"
"412","noun","chance","шанс"
"413","adj.","specific","конкретный"
"414","noun","observation","наблюдение"
"415","noun","May","май"
"416","verb","sit down (ongoing)","усесться"
"417","verb","shine (continuously)","сиять"
"418","noun","storm cloud","туча"
"419","adj.","worthwhile","стоящий"
"420","verb","break out","вырваться"
"421","verb","physically turn away","отвернуться"
"422","noun","thought (idea)","дума"
"423","verb","end (end completely)","закончиться"
"424","noun","client","клиент"
"425","noun","engine","двигатель"
"426","noun","September","сентябрь"
"427","adj.","duty","дежурный"
"428","verb","mumble (continuously)","бормотать"
"429","noun","breakfast","завтрак"
"430","verb","take place (once)","состояться"
"431","noun","fisherman","рыбак"
"432","noun","platoon (smaller unit)","взвод"
"433","adv.","particularly","особо"
"434","verb","fix","поправить"
"435","noun","album","альбом"
"436","noun","swamp","болото"
"437","noun","responsibility","ответственность"
"438","verb","feel intensely","ощутить"
"439","verb","be anxious, worried","беспокоиться"
"440","noun","fire (flame)","пламя"
"441","verb","set, ask","задавать"
"442","verb","give out (repeatedly)","выдавать"
"443","verb","fly off, take off","полететь"
"444","adj.","artistic","художественный"
"445","verb","rest (once)","отдохнуть"
"446","noun","projectile","снаряд"
"447","noun","stamp","марка"
"448","noun","deputy (assistant)","заместитель"
"449","noun","folder","папка"
"450","verb","refuse (habitually)","отказываться"
"451","noun","concert","концерт"
"452","adj.","creative","творческий"
"453","noun","mind (intellect)","разум"
"454","adj.","magical (enchanting)","волшебный"
"455","noun","Popular Mechanics","МК"
"456","verb","clarify, explain","пояснить"
"457","adv.","actively","активно"
"458","adj.","active","активный"
"459","noun","service (usually paid)","услуга"
"460","noun","linen","белье"
"461","verb","forgive (repeatedly)","прощать"
"462","noun","good (welfare)","благо"
"463","noun","angel","ангел"
"464","verb","make noise","шуметь"
"465","adj.","identical","одинаковый"
"466","noun","only","толь"
"467","noun","mine","мина"
"468","noun","model","модель"
"469","adj.","mass","массовый"
"470","noun","permission","разрешение"
"471","noun","presence (availability)","наличие"
"472","verb","be heard","доноситься"
"473","noun","stage","этап"
"474","verb","describe (specific instance)","описать"
"475","adv.","involuntarily","невольно"
"476","noun","goat (male)","козёл"
"477","noun","return","возвращение"
"478","verb","put (lay)","класть"
"479","verb","march","шагать"
"480","noun","idiot","идиот"
"481","noun","hate","ненависть"
"482","verb","achieve victory (once)","победить"
"483","verb","swim (be swimming)","плавать"
"484","noun","pilot","лётчик"
"485","noun","lecture","лекция"
"486","adv.","boldly","смело"
"487","adj.","bold","смелый"
"488","adj.","random","случайный"
"489","","what kind of","каков"
"490","noun","oven","печь"
"491","verb","dismantle","разобрать"
"492","noun","ruler","государь"
"493","adv.","married","замуж"
"494","noun","top","верх"
"495","noun","image (picture)","изображение"
"496","noun","sailor","моряк"
"497","noun","river (small)","речка"
"498","noun","republic","республика"
"499","noun","pride","гордость"
"500","noun","log","бревно"
"501","noun","bride","невеста"
"502","verb","stretch (stretch oneself)","потянуться"
"503","adj.","curved","кривой"
"504","","in the midst of","посреди"
"505","verb","suppose (once)","предположить"
"506","noun","device (instrument)","прибор"
"507","noun","candidate","кандидат"
"508","noun","briefcase","портфель"
"509","verb","deliver (completed action)","доставить"
"510","verb","make a mistake (once)","ошибиться"
"511","verb","wake someone else","разбудить"
"512","adj.","invisible","невидимый"
"513","noun","visa","виза"
"514","noun","death (as in ruin","гибель"
"515","verb","keep hiding","прятать"
"516","noun","career","карьера"
"517","verb","drive, conduct","водить"
"518","noun","baby","малыш"
"519","verb","try (be trying)","пробовать"
"520","verb","pay (once)","заплатить"
"521","noun","appointment","назначение"
"522","noun","nail","гвоздь"
"523","noun","cafe","кафе"
"524","noun","killer","убийца"
"525","adj.","unknown (mysterious)","неведомый"
"526","noun","Japanese (language)","японский"
"527","adj.","Japanese","японский"
"528","noun","duty","обязанность"
"529","noun","hotel","отель"
"530","verb","hug (one-time)","обнять"
"531","adj.","admissible","допустимый"
"532","verb","peek (repeatedly)","заглядывать"
"533","noun","preparation","подготовка"
"534","noun","consequence","последствие"
"535","noun","beauty queen","красавица"
"536","noun","rug","ковер"
"537","verb","dispose of (once)","выбросить"
"538","noun","analysis","анализ"
"539","verb","settle","устроиться"
"540","noun","property","собственность"
"541","verb","estimate","оценить"
"542","adv.","a bit","немножко"
"543","verb","clap (one-time action)","хлопнуть"
"544","verb","give birth","родить"
"545","verb","get tired (from mental strain)","уставиться"
"546","adj.","domestic, native","отечественный"
"547","","underneath","снизу"
"548","noun","prosecutor","прокурор"
"549","noun","pencil","карандаш"
"550","noun","prince (more universal term)","принц"
"551","verb","be heard (be sounding)","слышаться"
"552","noun","leader (non-formal)","лидер"
"553","verb","introduce oneself (formally)","представляться"
"554","noun","ethanol","спирт"
"555","verb","provide (fulfill)","обеспечить"
"556","noun","business","бизнес"
"557","noun","foreigner","иностранец"
"558","verb","fight (fight for)","биться"
"559","verb","reach, achieve","достигнуть"
"560","verb","release (be releasing)","выпускать"
"561","noun","priest","поп"
"562","noun","bed (simple, camp type)","койка"
"563","verb","prepare (something)","приготовить"
"564","adj.","cruel","жестокий"
"565","noun","steering wheel","руль"
"566","noun","demand","требование"
"567","noun","bastard","сволочь"
"568","verb","develop (ongoing process)","развиваться"
"569","","alas","увы"
"570","","between (contextual)","меж"
"571","verb","regret (once)","пожалеть"
"572","noun","challenge","вызов"
"573","noun","satellite","спутник"
"574","verb","bypass (one-time event)","обойти"
"575","verb","tear off (once)","оторвать"
"576","noun","despair","отчаяние"
"577","noun","application","применение"
"578","verb","consist (temporary)","заключаться"
"579","verb","organize","организовать"
"580","noun","flour","мука"
"581","verb","invite (repeatedly)","приглашать"
"582","noun","instruction","распоряжение"
"583","adj.","Jewish","еврейский"
"584","noun","tie","галстук"
"585","verb","support","поддержать"
"586","verb","knock down","сбить"
"587","verb","earn (one-time action)","заработать"
"588","noun","hospital (medical institution)","госпиталь"
"589","verb","flow","течь"
"590","adj.","material","материальный"
"591","noun","school (specialized","училище"
"592","verb","follow, come after","последовать"
"593","adj.","excellent","отличный"
"594","noun","knock","стук"
"595","adj.","giant","гигантский"
"596","noun","scandal","скандал"
"597","adj.","icy","ледяной"
"598","noun","vacation","отпуск"
"599","verb","rely (continuous)","полагаться"
"600","verb","retrieve something","доставать"
"601","verb","continue (completed action)","продолжить"
"602","adj.","harsh","суровый"
"603","noun","manuscript","рукопись"
"604","noun","fool (female)","дура"
"605","noun","policeman","полицейский"
"606","adj.","police","полицейский"
"607","noun","frame","кадр"
"608","noun","seat","сиденье"
"609","adv.","nowadays","ныне"
"610","verb","indicate","указывать"
"611","noun","expedition","экспедиция"
"612","noun","match","спичка"
"613","verb","shape","сложиться"
"614","adj.","mysterious (mystic)","таинственный"
"615","noun","marriage","брак"
"616","noun","dishes","посуда"
"617","adj.","snowy","снежный"
"618","adj.","mountain","горный"
"619","noun","justice","справедливость"
"620","noun","shovel","лопата"
"621","verb","dial (one-time action)","набрать"
"622","noun","button","кнопка"
"623","verb","prefer","предпочитать"
"624","adj.","extraordinary","необыкновенный"
"625","verb","teach","научить"
"626","noun","mister","мистер"
"627","noun","track","дорожка"
"628","noun","manifestation","проявление"
"629","noun","taxi","такси"
"630","","into (inside)","внутрь"
"631","adv.","skillfully","ловко"
"632","noun","horseradish","хрен"
"633","noun","owner (property)","владелец"
"634","noun","pig","свинья"
"635","noun","fruit (fruit, result)","плод"
"636","verb","be interested","интересоваться"
"637","verb","shoot (execute by shooting)","расстрелять"
"638","verb","visit once","побывать"
"639","adv.","on time","вовремя"
"640","verb","cry (sudden)","заплакать"
"641","verb","surround (once)","окружить"
"642","noun","meeting (session, sitting)","заседание"
"643","noun","cartridge","патрон"
"644","adv.","willingly","охотно"
"645","verb","reveal","раскрыть"
"646","noun","agent","агент"
"647","noun","spouse","супруг"
"648","noun","January","январь"
"649","noun","salt","соль"
"650","noun","rose","роза"
"651","verb","divorce","развести"
"652","adj.","experienced","опытный"
"653","noun","commissar","комиссар"
"654","noun","date (as in meeting)","свидание"
"655","adj.","air","воздушный"
"656","adj.","armed","вооружённый"
"657","adv.","quietly (not loud)","негромко"
"658","noun","nutrition","питание"
"659","adv.","awkwardly","неловко"
"660","adj.","business","деловой"
"661","noun","rabbit","кролик"
"662","noun","skin (animal)","шкура"
"663","noun","politician","политик"
"664","noun","rumble","грохот"
"665","verb","endure, worry","переживать"
"666","adj.","financial","финансовый"
"667","verb","steal (once)","украсть"
"668","verb","hear (colloquially)","слыхать"
"669","noun","misfortune","неприятность"
"670","adj.","worthy","достойный"
"671","num.","sixty","шестьдесят"
"672","adj.","electric","электрический"
"673","verb","manage regularly","успевать"
"674","verb","survive (live through)","пережить"
"675","noun","office (colloquial)","контора"
"676","adv.","in Russian","по-русски"
"677","verb","object (continually)","возражать"
"678","noun","soup","суп"
"679","adj.","European","европейский"
"680","noun","ward","палата"
"681","adj.","solid (continuous)","сплошной"
"682","noun","fashion","мода"
"683","noun","small piece","кусочек"
"684","adj.","understandable","понятный"
"685","noun","old man (endearing)","старичок"
"686","verb","stretch (pull)","потянуть"
"687","verb","tear off","сорвать"
"688","noun","June","июнь"
"689","noun","port","порт"
"690","noun","complex","комплекс"
"691","adj.","sport","спортивный"
"692","noun","support","поддержка"
"693","noun","shine","блеск"
"694","verb","fall asleep","уснуть"
"695","noun","need","потребность"
"696","noun","tape","лента"
"697","adj.","huge (gigantic)","громадный"
"698","verb","accompany (ongoing)","сопровождать"
"699","verb","open up (continuously)","открываться"
"700","noun","cask","бочок"
"701","noun","musician","музыкант"
"702","noun","contract","договор"
"703","noun","hiking","поход"
"704","verb","prepare (in advance)","подготовить"
"705","noun","workshop","мастерская"
"706","verb","protect (continually)","защищать"
"707","noun","origin","происхождение"
"708","noun","dispute","спора"
"709","verb","break (general term)","ломать"
"710","noun","down","пушок"
"711","noun","shirt (more informal","рубаха"
"712","noun","shell","оболочка"
"713","verb","join (one-time, formally)","вступить"
"714","adv.","not far","недалеко"
"715","verb","exhibit","выставить"
"716","verb","press (press against)","прижать"
"717","noun","drug","препарат"
"718","verb","transmit","передавать"
"719","verb","guess (regularly)","догадываться"
"720","noun","shortage","недостаток"
"721","noun","ministry","министерство"
"722","verb","perform (perform once)","выступить"
"723","verb","cut off","отрезать"
"724","noun","spark","искра"
"725","adj.","bad (unpleasant)","дурной"
"726","noun","coward","трус"
"727","noun","verdict","заключение"
"728","noun","exam","экзамен"
"729","noun","bench","скамейка"
"730","verb","laugh (laugh loudly)","хохотать"
"731","noun","hunter","охотник"
"732","verb","discern","разглядеть"
"733","noun","desert","пустыня"
"734","verb","understand (figure out)","разбираться"
"735","noun","understanding","понимание"
"736","adv.","twice","дважды"
"737","noun","press","пресса"
"738","noun","lightning","молния"
"739","verb","take advantage of","воспользоваться"
"740","adj.","mental","психический"
"741","verb","be obtained","достаться"
"742","noun","sugar","сахар"
"743","noun","reality (more common)","реальность"
"744","noun","loneliness","одиночество"
"745","noun","socialism","социализм"
"746","noun","vessel","судно"
"747","noun","toilet","туалет"
"748","noun","surroundings","окружающее"
"749","adv.","supposedly","якобы"
"750","noun","atmosphere","атмосфера"
"751","noun","luck","удача"
"752","verb","rush repeatedly","бросаться"
"753","noun","evaluation","оценка"
"754","noun","Volga","Волга"
"755","noun","steamer","пароход"
"756","adj.","official (duty-related)","служебный"
"757","","outside","вне"
"758","noun","stop","остановка"
"759","noun","knight","рыцарь"
"760","noun","academician","академик"
"761","noun","void","пустота"
"762","noun","kopeck","копейка"
"763","noun","version","версия"
"764","noun","leg (small","ножка"
"765","adj.","rural (village-like)","деревенский"
"766","noun","accumulator","аккумулятор"
"767","verb","exclude","исключить"
"768","verb","accompany (specific instance)","провожать"
"769","noun","interlocutor","собеседник"
"770","num.","three hundred","триста"
"771","verb","whisper (whisper softly)","прошептать"
"772","adj.","flat","плоский"
"773","noun","spectator","зритель"
"774","adv.","today (nowadays)","нынче"
"775","verb","inspect (carefully)","осмотреть"
"776","adj.","characteristic","характерный"
"777","verb","startle (once)","вздрогнуть"
"778","noun","old age","старость"
"779","noun","civilization","цивилизация"
"780","verb","dedicate","посвятить"
"781","verb","transfer (once)","перенести"
"782","noun","fight (scuffle)","драка"
"783","noun","elevator","лифт"
"784","noun","rag","тряпка"
"785","noun","sausage","колбаса"
"786","verb","interrupt (abruptly)","прервать"
"787","noun","report","отчет"
"788","noun","porridge","каша"
"789","verb","free","освободить"
"790","noun","devil (more formal or literal)","дьявол"
"791","noun","shed","сарай"
"792","noun","use","использование"
"793","noun","creativity","творчество"
"794","adj.","unhurried","неторопливый"
"795","noun","passage","проход"
"796","noun","Chechnya","Чечня"
"797","noun","sparrow","воробей"
"798","verb","take into account (once)","учесть"
"799","verb","resemble","походить"
"800","adv.","relatively","относительно"
"801","verb","bring up to","подвести"
"802","verb","strive, tear","рваться"
"803","noun","muscle","мышца"
"804","adj.","fatty","жирный"
"805","verb","wait for (ongoing)","дожидаться"
"806","noun","dawn (sunrise)","рассвет"
"807","adv.","seriously (in earnest)","всерьез"
"808","verb","nod (frequently)","кивать"
"809","noun","communism","коммунизм"
"810","verb","run away (escape)","сбежать"
"811","noun","sip","глоток"
"812","noun","evidence","доказательство"
"813","verb","introduce","ввести"
"814","noun","nation","нация"
"815","adv.","angrily","сердито"
"816","noun","knot","узел"
"817","adv.","sadly (sad)","грустно"
"818","adj.","sad (gloomy)","грустный"
"819","noun","dependence","зависимость"
"820","noun","cargo","груз"
"821","noun","empire","империя"
"822","verb","determine (ongoing process)","определять"
"823","noun","commander (colloquial)","комбат"
"824","noun","magnitude","величина"
"825","noun","lid","крышка"
"826","noun","influence (action)","воздействие"
"827","verb","allow (admit)","допустить"
"828","verb","drop, discard","сбросить"
"829","noun","brick","кирпич"
"830","verb","fall in love (one-time)","полюбить"
"831","noun","peephole","глазок"
"832","verb","contain","содержать"
"833","noun","tourist","турист"
"834","","of","де"
"835","noun","exchange","обмен"
"836","adj.","universal","всеобщий"
"837","noun","translation","перевод"
"838","num.","four (people)","четверо"
"839","noun","arrow","стрела"
"840","noun","nook","уголок"
"841","adj.","deprived","лишенный"
"842","verb","transform (transforming)","превращаться"
"843","noun","bench (also a shop)","лавка"
"844","adv.","affectionately","ласково"
"845","adj.","affectionate","ласковый"
"846","verb","kiss (one-time)","поцеловать"
"847","noun","dish","блюдо"
"848","verb","arrest","арестовать"
"849","verb","glance (look around)","оглядеть"
"850","noun","current","ток"
