"id","part_of_speech","definition","answer"
"155","verb","found","gründen"
"156","noun","the vehicle","das Fahrzeug"
"157","noun","the chip","der Chip"
"158","adj.","liberated","befreit"
"159","verb","bring back","zurückbringen"
"160","adj.","shy","schüchtern"
"161","adv.","at one's home","daheim"
"162","adj.","involved","beteiligt"
"163","verb","grow up","aufwachsen"
"164","noun","the wizard","der Zauberer"
"165","verb","arrange to meet","verabreden"
"166","noun","the pastor","der Pfarrer"
"167","noun","the mommy (affectionate)","die Mommy"
"168","verb","form","bilden"
"169","noun","the consciousness","das Bewusstsein"
"170","verb","lose weight","abnehmen"
"171","noun","the raid","der Überfall"
"172","noun","the homework","die Hausaufgabe"
"173","noun","the leadership","die Führung"
"174","noun","the hunter","der Jäger"
"175","noun","the bible","die Bibel"
"176","adj.","attentive","aufmerksam"
"177","noun","the animation","die Animation"
"178","noun","the advertisement","die Werbung"
"179","noun","the traffic","der Verkehr"
"180","adj.","bankrupt","pleite"
"181","noun","the library","die Bibliothek"
"182","verb","beat up","verprügeln"
"183","verb","negotiate","verhandeln"
"184","adv.","reluctantly","ungern"
"185","adj.","huge","riesig"
"186","noun","the race (ethnicity)","die Rasse"
"187","verb","lend","leihen"
"188","noun","the cargo","die Ladung"
"189","noun","the garage","die Garage"
"190","noun","the dozen","das Dutzend"
"191","noun","the physical appearance","das Aussehen"
"192","verb","act (conduct oneself)","verhalten"
"193","verb","make a phone call","telefonieren"
"194","verb","exchange","tauschen"
"195","noun","the tax","die Steuer"
"196","noun","the novel","der Roman"
"197","adj.","useless","nutzlos"
"198","verb","knock","klopfen"
"199","noun","the fear (dread)","die Furcht"
"200","noun","the rock","der Felsen"
"201","verb","flee from a person","weglaufen"
"202","adv.","not even","nichtmal"
"203","noun","the stuff (things)","der Kram"
"204","noun","the hammer","der Hammer"
"205","noun","the harbor","der Hafen"
"206","noun","the way out","der Ausweg"
"207","noun","the September","der September"
"208","adj.","powerful","mächtig"
"209","adj.","comfortable","bequem"
"210","noun","the nightmare","der Albtraum"
"211","adj.","dry","trocken"
"212","adj.","intended","gewollt"
"213","verb","dispatch","senden"
"214","noun","the fame","der Ruhm"
"215","noun","the commencement","der Beginn"
"216","adj.","punctual","pünktlich"
"217","noun","the parking lot","der Parkplatz"
"218","noun","the worker","der Arbeiter"
"219","verb","foresee","absehen"
"220","verb","go away","weggehen"
"221","noun","the phase","die Phase"
"222","adj.","fine","fein"
"223","adv.","outside","außen"
"224","noun","the sight","der Anblick"
"225","noun","the cloud","die Wolke"
"226","adj.","exaggerated","übertrieben"
"227","noun","the level","die Stufe"
"228","verb","groan","stöhnen"
"229","noun","the seat","der Sitz"
"230","noun","the weakness","die Schwäche"
"231","noun","the Wednesday","der Mittwoch"
"232","adj.","cruel","grausam"
"233","noun","the radio (communication)","der Funk"
"234","noun","the beast","die Bestie"
"235","noun","the clown","der Clown"
"236","noun","the action (operation)","die Aktion"
"237","adv.","evening","abends"
"238","verb","plunge","stürzen"
"239","noun","the catastrophe","die Katastrophe"
"240","noun","the equipment","die Ausrüstung"
"241","adj.","annoyed","verärgert"
"242","adv.","surely","sicherlich"
"243","adj.","dirty","schmutzig"
"244","noun","the package","das Paket"
"245","noun","the towel","das Handtuch"
"246","noun","the rebel","der Rebell"
"247","noun","the minister","der Minister"
"248","adj.","king","könig"
"249","noun","the purchase","der Kauf"
"250","adj.","green","grün"
"251","noun","the goods","die Ware"
"252","verb","train","trainieren"
"253","verb","study","studieren"
"254","noun","the goddess","die Göttin"
"255","verb","be wrong","irren"
"256","verb","behave (oneself)","benehmen"
"257","noun","the toy","das Spielzeug"
"258","noun","the sock","die Socke"
"259","verb","paint","malen"
"260","prep.","opposite direction","entgegen"
"261","noun","the thirst","der Durst"
"262","verb","pollute","vergiften"
"263","noun","the diary","das Tagebuch"
"264","noun","the spaceship","das Raumschiff"
"265","noun","the chicken (young)","das Hühnchen"
"266","verb","get used to","gewöhnen"
"267","noun","the fact","der Fakt"
"268","noun","the experiment","das Experiment"
"269","adj.","exhausted","erschöpft"
"270","adj.","usual","gewöhnlich"
"271","adj.","pleasant","angenehm"
"272","adv.","after what","wonach"
"273","verb","inspect","prüfen"
"274","adj.","most","meist"
"275","noun","the May","der Mai"
"276","adv.","lately","kürzlich"
"277","adj.","correct","korrekt"
"278","noun","the July","der Juli"
"279","verb","hold on","festhalten"
"280","noun","the celebration","die Feier"
"281","verb","threaten","bedrohen"
"282","verb","express gratitude","bedanken"
"283","noun","the excitement","die Aufregung"
"284","adv.","allegedly","angeblich"
"285","noun","the failure","der Versager"
"286","verb","annoy","nerven"
"287","noun","the monk","der Mönch"
"288","noun","the coast","die Küste"
"289","noun","the DNA","die DNA"
"290","noun","the fraudster","der Betrüger"
"291","noun","the father (religious)","der Pater"
"292","noun","the wife","die Ehefrau"
"293","noun","the deck","das Deck"
"294","noun","the guard (watchman)","der Wächter"
"295","noun","the achievement","die Leistung"
"296","adv.","still","immernoch"
"297","noun","the event","das Ereignis"
"298","verb","prepare (something)","bereiten"
"299","noun","the act","der Akt"
"300","adj.","locked","verschlossen"
"301","noun","the bear","der Bär"
"302","noun","the addiction","die Sucht"
"303","noun","the safe","der Safe"
"304","noun","the patient (female)","die Patientin"
"305","verb","sacrifice","opfern"
"306","adj.","lousy","mies"
"307","verb","empty","leeren"
"308","verb","fall asleep","einschlafen"
"309","noun","the condition (requirement)","die Bedingung"
"310","noun","the elevator","der Aufzug"
"311","verb","proceed","verlaufen"
"312","noun","the palace","der Palast"
"313","noun","the lamp","die Lampe"
"314","adv.","away from sight","hinweg"
"315","verb","reign","herrschen"
"316","adv.","firstly","erstens"
"317","noun","the character","der Charakter"
"318","noun","the sign or indication","das Anzeichen"
"319","verb","listen to","anhören"
"320","noun","the plate","der Teller"
"321","noun","the sandwich","das Sandwich"
"322","noun","the comment","der Kommentar"
"323","adj.","loaded","geladen"
"324","noun","the dark","das Dunkel"
"325","noun","the submarine","das U-Boot"
"326","noun","the tip (advice)","der Tipp"
"327","noun","the tire","der Reifen"
"328","noun","the pro","der Profi"
"329","adv.","nowhere in particular","nirgends"
"330","noun","the burden","die Last"
"331","noun","the fort","das Fort"
"332","noun","the Fantasy","die Fantasie"
"333","noun","the apartment","das Apartment"
"334","noun","the understanding","das Verständnis"
"335","adj.","round","rund"
"336","noun","the lieutenant","der Leutnant"
"337","noun","the body (physical body)","der Leib"
"338","noun","the headquarters","das Hauptquartier"
"339","noun","the idiotic person","der Blödmann"
"340","noun","the apparatus","der Apparat"
"341","noun","the arrival","die Ankunft"
"342","verb","wake up (someone)","wecken"
"343","noun","the document","die Unterlage"
"344","verb","expose","aussetzen"
"345","adj.","unusual","ungewöhnlich"
"346","noun","the symbol","das Symbol"
"347","noun","the territory","das Revier"
"348","noun","the delivery","die Lieferung"
"349","noun","the bait","der Köder"
"350","noun","the Jew","der Jude"
"351","adv.","secretly","heimlich"
"352","verb","guarantee","garantieren"
"353","noun","the hallway","der Flur"
"354","noun","the bicycle","das Fahrrad"
"355","pron.","the one","derjenige"
"356","adv.","agreed","abgemacht"
"357","verb","rain","regnen"
"358","verb","spin","spinnen"
"359","noun","the Indian","der Indianer"
"360","verb","ignore","ignorieren"
"361","noun","the salvation","das Heil"
"362","verb","enter (a place)","betreten"
"363","adj.","past","vergangen"
"364","adj.","romantic","romantisch"
"365","noun","the fog","der Nebel"
"366","noun","the combination","die Kombination"
"367","noun","the construction","der Bau"
"368","noun","the protocol","das Protokoll"
"369","noun","the employee","der Mitarbeiter"
"370","noun","the brand","die Marke"
"371","adj.","none","keinerlei"
"372","adj.","secured","gesichert"
"373","adj.","impressive","beeindruckend"
"374","noun","the quarter","das Viertel"
"375","noun","the trainer","der Trainer"
"376","adj.","positive","positiv"
"377","verb","pee","pinkeln"
"378","verb","come closer","nähern"
"379","noun","the liver","die Leber"
"380","noun","the throat","die Kehle"
"381","verb","shop","einkaufen"
"382","adj.","intentional","absichtlich"
"383","noun","the incident","der Vorfall"
"384","noun","the motel","das Motel"
"385","adj.","illegal","illegal"
"386","adv.","of all things","ausgerechnet"
"387","noun","the negotiation","die Verhandlung"
"388","adj.","unimportant","unwichtig"
"389","verb","change residence","umziehen"
"390","noun","the tragedy","die Tragödie"
"391","verb","turn off","ausmachen"
"392","noun","the constitution","die Verfassung"
"393","noun","the carpet","der Teppich"
"394","noun","the truck","der Laster"
"395","adj.","peaceful","friedlich"
"396","adj.","following","folgend"
"397","verb","doubt","bezweifeln"
"398","noun","the training (education)","die Ausbildung"
"399","adj.","bright","hell"
"400","noun","the bell","die Glocke"
"401","adj.","exact","genau"
"402","noun","the visitor","der Besucher"
"403","noun","the panoramic view","die Aussicht"
"404","adj.","ripped","ripped"
"405","noun","the chapter","das Kapitel"
"406","noun","the woman (archaic)","das Weib"
"407","adj.","grown","gewachsen"
"408","verb","suffice","genügen"
"409","noun","the cemetery","der Friedhof"
"410","adj.","neat","ordentlich"
"411","verb","let go","loslassen"
"412","noun","the cage","der Käfig"
"413","verb","dive","tauchen"
"414","noun","the blessing","der Segen"
"415","noun","the turtle","die Schildkröte"
"416","adj.","don't care","scheißegal"
"417","adj.","original","original"
"418","verb","get started","losgehen"
"419","noun","the commander","der Kommandant"
"420","verb","confess","gestehen"
"421","adv.","three times","dreimal"
"422","noun","the authority","die Behörde"
"423","verb","transfer ownership","übertragen"
"424","noun","the defiance","der Trotz"
"425","noun","the grief","die Trauer"
"426","noun","the silence","das Schweigen"
"427","noun","the wallet","die Brieftasche"
"428","noun","the loot","die Beute"
"429","noun","the comparison","der Vergleich"
"430","adj.","unfair","unfair"
"431","noun","the gymnast","der Turner"
"432","noun","the tradition","die Tradition"
"433","verb","amuse","amüsieren"
"434","noun","the subway","die U-Bahn"
"435","noun","the valley","das Tal"
"436","noun","the boot","der Stiefel"
"437","verb","bless","segnen"
"438","noun","the account","das Konto"
"439","noun","the existence","die Existenz"
"440","noun","the cowboy","der Cowboy"
"441","noun","the magic (enchantment)","der Zauber"
"442","verb","tolerate","vertragen"
"443","noun","the outing","der Ausflug"
"444","noun","the scum","der Abschaum"
"445","verb","interrupt","unterbrechen"
"446","verb","find out","rausfinden"
"447","adj.","infected","infiziert"
"448","adj.","fucked","gefickt"
"449","noun","the fortress","die Festung"
"450","noun","the fist","die Faust"
"451","noun","the salad","der Salat"
"452","verb","emerge","auftauchen"
"453","noun","the revolution","die Revolution"
"454","noun","the Kung-Fu","das Kung-Fu"
"455","adj.","crafty","gerissen"
"456","adj.","individual","einzelnen"
