"id","part_of_speech","definition","answer"
"108","conj.","whether","ob"
"109","adv.","here (to this place)","her"
"110","noun","the orderliness","die Ordnung"
"111","adj.","clear","klar"
"112","verb","help","helfen"
"113","noun","the way (path)","der Weg"
"114","adv.","self","selbst"
"115","verb","find","finden"
"116","noun","the time (occasion)","das Mal"
"117","pron.","somebody (somebody)","jemand"
"118","noun","the night","die Nacht"
"119","adv.","exactly","genau"
"120","adv.","even, at all","gar"
"121","noun","the world","die Welt"
"122","noun","the girl","das Mädchen"
"123","adv.","away from here (direction)","hin"
"124","adj.","beautiful","schön"
"125","adv.","for what reason","warum"
"126","adv.","further","weiter"
"127","noun","the suffering","das Leid"
"128","adv.","equal","gleich"
"129","prep.","without","ohne"
"130","adv.","how come","wieso"
"131","adv.","over there","dort"
"132","noun","the house","das Haus"
"133","adv.","together in one place","zusammen"
"134","noun","the friend","der Freund"
"135","adj.","accurate","richtig"
"136","noun","the fear (anxiety)","die Angst"
"137","adj.","dead","tot"
"138","adj.","whole","ganz"
"139","adv.","into","rein"
"140","noun","the moment","der Moment"
"141","verb","stay","bleiben"
"142","verb","need","brauchen"
"143","prep.","under","unter"
"144","noun","the work","die Arbeit"
"145","noun","the problem","das Problem"
"146","adv.","for it","dafür"
"147","noun","the gentleman, sir","der Herr"
"148","prep.","because of","wegen"
"149","adv.","enough","genug"
"150","adv.","with it","dabei"
"151","verb","bring","bringen"
"152","prep.","in contrast","gegen"
"153","adv.","fast","schnell"
"154","noun","the evening","der Abend"
"155","noun","the brother","der Bruder"
"156","noun","the matter, thing","die Sache"
"157","noun","the son","der Sohn"
"158","prep.","since","seit"
"159","noun","the morning","der Morgen"
"160","verb","stand","stehen"
"161","verb","like","mögen"
"162","pron.","our","unser"
"163","adv.","once in life","einmal"
"164","verb","be called","heißen"
"165","noun","the head","der Kopf"
"166","noun","the help","die Hilfe"
"167","noun","the family","die Familie"
"168","noun","the baby","das Baby"
"169","adv.","first","erst"
"170","adj.","finished","fertig"
"171","verb","take","nehmen"
"172","adv.","tomorrow","morgen"
"173","verb","speak","sprechen"
"174","adv.","immediately","sofort"
"175","noun","the child","das Kind"
"176","noun","the boy","der Junge"
"177","conj.","prior to event occurring","bevor"
"178","noun","the city (urban area)","die Stadt"
"179","verb","die (pass away)","sterben"
"180","noun","the right","das Recht"
"181","adv.","about that","darüber"
"182","noun","the end, conclusion","das Ende"
"183","adj.","true","wahr"
"184","adj.","all","alle"
"185","adv.","alone","allein"
"186","adv.","naturally","natürlich"
"187","verb","kill (someone)","töten"
"188","verb","obtain","bekommen"
"189","verb","forget","vergessen"
"190","adv.","to it","dazu"
"191","adv.","later","später"
"192","noun","the thank","der Dank"
"193","verb","hold","halten"
"194","verb","wait","warten"
"195","noun","the luck","das Glück"
"196","pron.","both","beide"
"197","verb","be acquainted with","kennen"
"198","noun","the car","das Auto"
"199","noun","the clock","die Uhr"
"200","noun","the devil","der Teufel"
"201","adv.","otherwise","sonst"
"202","noun","the type","die Art"
"203","adv.","gladly","gern"
"204","noun","the love","die Liebe"
"205","noun","the stop","der Halt"
"206","noun","the case","der Fall"
"207","noun","the film","der Film"
"208","pron.","a little","bisschen"
"209","adv.","actually (in fact)","eigentlich"
"210","adj.","far","weit"
"211","adv.","past","vorbei"
"212","adv.","inside (something)","drin"
"213","noun","the name","der Name"
"214","noun","the music","die Musik"
"215","noun","the door","die Tür"
"216","adj.","insane","verrückt"
"217","adv.","working on it","dran"
"218","adv.","rather (prefer)","lieber"
"219","verb","live","leben"
"220","adv.","on that specific thing","darauf"
"221","noun","the guy","der Kerl"
"222","noun","the job","der Job"
"223","adj.","lost","verloren"
"224","noun","the clue","die Ahnung"
"225","noun","the reason","der Grund"
"226","adj.","awesome","toll"
"227","adv.","soon","bald"
"228","adj.","ready","bereit"
"229","prep.","behind","hinter"
"230","noun","the hand","die Hand"
"231","pron.","this","dieser"
"232","noun","the idea","die Idee"
"233","adv.","downwards","runter"
"234","noun","the power","die Macht"
"235","adv.","outdoors","draußen"
"236","adj.","long","lang"
"237","noun","the country","das Land"
"238","noun","the guy (dude)","der Typ"
"239","adj.","indifferent","egal"
"240","verb","work (as an occupation)","arbeiten"
"241","adj.","late","spät"
"242","adv.","about","etwa"
"243","verb","eat","essen"
"244","adj.","small","klein"
"245","pron.","every","jeder"
"246","noun","the sister","die Schwester"
"247","noun","the water","das Wasser"
"248","verb","play","spielen"
"249","noun","the history","die Geschichte"
"250","noun","the side","die Seite"
"251","adj.","little","wenig"
"252","adj.","serene","ruhig"
"253","noun","the question","die Frage"
"254","adv.","at all, in general","überhaupt"
"255","verb","drive","fahren"
"256","noun","the food","das Essen"
"257","noun","the calm","die Ruhe"
"258","adv.","real","echt"
"259","noun","the daughter","die Tochter"
"260","noun","the year","das Jahr"
"261","adv.","almost","fast"
"262","adj.","new","neu"
"263","adv.","quite, fairly","ziemlich"
"264","adv.","different","anders"
"265","noun","the police","die Polizei"
"266","noun","the game","das Spiel"
"267","noun","the death","der Tod"
"268","noun","the place","der Ort"
"269","noun","the chance","die Chance"
"270","verb","inquire","fragen"
"271","adv.","even","sogar"
"272","noun","the truth","die Wahrheit"
"273","adj.","short","kurz"
"274","noun","the fun","der Spaß"
"275","adv.","above","oben"
"276","noun","the mom","die Mama"
"277","adj.","heavy","schwer"
"278","noun","the school","die Schule"
"279","adv.","ever","je"
"280","adv.","just now","eben"
"281","noun","the face","das Gesicht"
"282","adj.","certain","bestimmt"
"283","verb","meet","treffen"
"284","pron.","nobody","niemand"
"285","noun","the week","die Woche"
"286","noun","the apology","die Entschuldigung"
"287","adj.","bad","schlecht"
"288","adj.","big","groß"
"289","verb","understand","verstehen"
"290","noun","the room","das Zimmer"
"291","adv.","high","hoch"
"292","noun","the part","der Teil"
"293","adv.","when","wann"
"294","verb","search","suchen"
"295","verb","leave","verlassen"
"296","verb","show","zeigen"
"297","noun","the word","das Wort"
"298","prep.","between","zwischen"
"299","adv.","from where","woher"
"300","noun","the treasure","der Schatz"
"301","noun","the knowledge","das Wissen"
"302","verb","attempt","versuchen"
"303","adj.","nice","nett"
"304","verb","get","kriegen"
"305","adj.","first","erst"
"306","noun","the girlfriend","die Freundin"
"307","noun","the human being","der Mensch"
"308","noun","the thing, object","das Ding"
"309","adv.","never under any circumstances","niemals"
"310","adv.","finally","endlich"
"311","noun","the today","der Heute"
"312","noun","the heart","das Herz"
"313","noun","the weapon","die Waffe"
"314","noun","the dollar","der Dollar"
"315","verb","fetch","holen"
"316","adv.","often","oft"
"317","adv.","on top","drauf"
"318","adj.","other","ander"
"319","adv.","below","unten"
"320","noun","the automobile","der Wagen"
"321","adj.","important","wichtig"
"322","noun","the number","die Nummer"
"323","verb","tell","erzählen"
"324","noun","the blood","das Blut"
"325","adv.","merely","bloß"
"326","noun","the bed","das Bett"
"327","noun","the parents","die Eltern"
"328","noun","the guilt","die Schuld"
"329","noun","the plan","der Plan"
"330","noun","the war","der Krieg"
"331","verb","rescue","retten"
"332","prep.","during","während"
"333","noun","the mistake","der Fehler"
"334","verb","shine","scheinen"
"335","adj.","happy, fortunate","glücklich"
"336","adj.","old","alt"
"337","noun","the square","der Platz"
"338","adv.","that's why","darum"
"339","adj.","wrong","falsch"
"340","verb","sleep","schlafen"
"341","adj.","free","frei"
"342","noun","the worry","die Sorge"
"343","adj.","solid","fest"
"344","adv.","already done","bereits"
"345","adj.","possible","möglich"
"346","adv.","somehow","irgendwie"
"347","noun","the dad","der Papa"
"348","verb","learn","lernen"
"349","adv.","yesterday","gestern"
"350","adv.","here (to this spot)","hierher"
"351","noun","the ship","das Schiff"
"352","adv.","something","irgendwas"
"353","verb","vote","stimmen"
"354","noun","the crowd","die Menge"
"355","pron.","none","keiner"
"356","noun","the hour","die Stunde"
"357","noun","the scene","die Szene"
"358","noun","the hell","die Hölle"
"359","adj.","agreed","einig"
"360","adv.","therefore","deshalb"
"361","noun","the telephone","das Telefon"
"362","verb","may","dürfen"
"363","noun","the fire","das Feuer"
"364","noun","the age","das Alter"
"365","adv.","understood","verstanden"
"366","conj.","but instead","sondern"
"367","adv.","indeed","zwar"
"368","adj.","own","eigen"
"369","noun","the body","der Körper"
"370","noun","the buddy","der Kumpel"
"371","noun","the dog","der Hund"
"372","adv.","once more","nochmal"
"373","adv.","early","früh"
"374","verb","drink","trinken"
"375","adj.","best","best"
"376","verb","manage","schaffen"
"377","noun","the air","die Luft"
"378","noun","the master craftsman","der Meister"
"379","noun","the earth","die Erde"
"380","noun","the future","die Zukunft"
"381","adv.","barely","kaum"
"382","verb","function","funktionieren"
"383","adj.","full","voll"
"384","verb","be enough","reichen"
"385","adj.","sore","weh"
"386","verb","place","stellen"
"387","noun","the office","das Büro"
"388","noun","the election","die Wahl"
"389","verb","lose","verlieren"
"390","noun","the piece","das Stück"
"391","verb","love","lieben"
"392","verb","please","gefallen"
"393","noun","the leader of an organization","der Boss"
"394","adv.","everywhere","überall"
"395","adj.","amusing","lustig"
"396","noun","the light","das Licht"
"397","verb","name","nennen"
"398","noun","the episode (consequence)","die Folge"
"399","noun","the feeling","das Gefühl"
"400","adv.","completely","völlig"
"401","noun","the key","der Schlüssel"
"402","adv.","over there (on the other side)","drüben"
"403","adv.","correct","richtig"
"404","noun","the book","das Buch"
"405","verb","run","laufen"
"406","adv.","earlier (in the past)","früher"
"407","pron.","his","sein"
"408","adj.","sick","krank"
"409","noun","the passport","der Pass"
"410","verb","experience sensation","fühlen"
"411","noun","the sky","der Himmel"
"412","adj.","grad","froh"
"413","adj.","easy","leicht"
"414","adv.","directly","direkt"
"415","adv.","slowly","langsam"
"416","verb","remember","erinnern"
"417","adv.","first (step)","zuerst"
"418","noun","the hospital","das Krankenhaus"
"419","adj.","much","viel"
"420","noun","the doctor","der Arzt"
"421","noun","the rest","der Rest"
"422","verb","apologize","entschuldigen"
"423","noun","the physician","der Doktor"
"424","noun","the team","das Team"
"425","verb","fight","kämpfen"
"426","verb","marry","heiraten"
"427","noun","the street","die Straße"
"428","noun","the manure","der Mist"
"429","noun","the king","der König"
"430","verb","explain","erklären"
"431","noun","the million","die Million"
"432","noun","the reunion","das Wiedersehen"
"433","noun","the uncle","der Onkel"
"434","verb","sit","sitzen"
"435","noun","the coffee","der Kaffee"
"436","adj.","serious","ernst"
"437","verb","carry","tragen"
"438","noun","the stuff","das Zeug"
"439","adv.","nevertheless","trotzdem"
"440","verb","buy","kaufen"
"441","noun","the list","die Liste"
"442","verb","modify","ändern"
"443","noun","the fight","der Kampf"
"444","verb","hate","hassen"
"445","noun","the person","die Person"
"446","noun","the mouth","der Mund"
"447","verb","kill","umbringen"
"448","noun","the president (male)","der Präsident"
"449","noun","the ground","der Boden"
"450","adv.","where to","wohin"
"451","noun","the party, gathering","die Party"
"452","adv.","somewhere","irgendwo"
"453","verb","care","kümmern"
"454","verb","injure","verletzen"
"455","noun","the news (message)","die Nachricht"
"456","adv.","hard","hart"
"457","adj.","overall","total"
"458","noun","the prison, jail","das Gefängnis"
"459","prep.","except","außer"
"460","noun","the security","die Sicherheit"
"461","adj.","honest","ehrlich"
"462","adj.","interested","interessiert"
"463","verb","pull","ziehen"
"464","noun","the instant","der Augenblick"
"465","verb","call","anrufen"
"466","verb","cease","aufhören"
"467","noun","the class","die Klasse"
"468","noun","the picture","das Bild"
"469","adj.","strong","stark"
"470","noun","the sense","der Sinn"
"471","verb","introduce","vorstellen"
"472","noun","the dream (sleep)","der Traum"
"473","adv.","longer","länger"
"474","adv.","sometimes","manchmal"
"475","verb","disappear","verschwinden"
"476","noun","the strength (physical power)","die Kraft"
"477","adv.","out (towards the speaker)","heraus"
"478","adv.","just as","genauso"
"479","adv.","at that time","damals"
"480","noun","the darling","der Liebling"
"481","adv.","probably","wahrscheinlich"
"482","noun","the specific place","die Stelle"
"483","adv.","just stop","halt"
"484","verb","instruct","lehren"
"485","verb","expect","erwarten"
"486","adj.","quiet","still"
"487","noun","the voice","die Stimme"
"488","verb","guide","führen"
"489","noun","the movement","die Bewegung"
"490","noun","the store, shop","das Geschäft"
"491","verb","start something new","anfangen"
"492","adv.","at the back","hinten"
"493","verb","drop","fallen"
"494","noun","the second","die Sekunde"
"495","adj.","saved","gerettet"
"496","adv.","at any time","jemals"
"497","noun","the opinion","die Meinung"
"498","verb","occur","geschehen"
"499","noun","the answer","die Antwort"
"500","adj.","awful","schlimm"
"501","adj.","shit","scheiß"
"502","verb","win","gewinnen"
"503","noun","the thought","der Gedanke"
"504","verb","sound","klingen"
"505","adv.","beforehand","vorher"
"506","noun","the eye","das Auge"
"507","verb","set","setzen"
"508","adj.","cool","cool"
"509","noun","the initial stage of something","der Anfang"
"510","adv.","after that","danach"
"511","noun","the month","der Monat"
"512","verb","utilize (something)","benutzen"
"513","noun","the trouble","der Ärger"
"514","noun","the role","die Rolle"
"515","adj.","dangerous","gefährlich"
"516","adj.","angry","böse"
"517","noun","the vicinity","die Nähe"
"518","adj.","skillful","geschickt"
"519","noun","the table","der Tisch"
"520","noun","the goal","das Ziel"
"521","noun","the space","der Raum"
"522","verb","fly","fliegen"
"523","noun","the residential unit","die Wohnung"
"524","verb","them","ihnen"
"525","verb","learn about","erfahren"
"526","adv.","rather (more likely)","eher"
"527","adv.","cautious","vorsichtig"
"528","adv.","around (surrounding)","herum"
"529","noun","the flap","die Klappe"
"530","verb","send off","schicken"
"531","noun","the retail store","der Laden"
"532","prep.","on the","aufs"
"533","pron.","your (multiple people)","euer"
"534","noun","the airplane","das Flugzeug"
"535","noun","the company","die Firma"
"536","verb","pay for","bezahlen"
"537","conj.","in case","falls"
"538","verb","write","schreiben"
"539","noun","the deed","die Tat"
"540","noun","the final part","der Schluss"
"541","noun","the window","das Fenster"
"542","verb","lie","liegen"
"543","noun","the forgiveness","die Verzeihung"
"544","verb","estimate","schätzen"
"545","noun","the finger","der Finger"
"546","adj.","worth","wert"
"547","adv.","over","rüber"
"548","adv.","especially","besonders"
"549","noun","the witty joke","der Witz"
"550","conj.","after","nachdem"
"551","noun","the control","die Kontrolle"
"552","adj.","great","großartig"
"553","noun","the beer","das Bier"
"554","adj.","proud","stolz"
"555","adj.","funny","komisch"
"556","verb","request","bitten"
"557","adv.","suddenly","plötzlich"
"558","noun","the information","die Information"
"559","adv.","around","rum"
"560","noun","the situation (position)","die Lage"
"561","adv.","anyhow","sowieso"
"562","noun","the reputation","der Ruf"
"563","adv.","against it","dagegen"
"564","noun","the direction","die Richtung"
"565","adj.","necessary","nötig"
"566","noun","the minute","die Minute"
"567","verb","read","lesen"
"568","verb","keep","behalten"
"569","adv.","oneself","selber"
"570","verb","sell","verkaufen"
"571","noun","the teacher (male)","der Lehrer"
"572","noun","the decision","die Entscheidung"
"573","adv.","on the way","unterwegs"
"574","noun","the island","die Insel"
"575","noun","the hotel","das Hotel"
"576","verb","call out","rufen"
"577","verb","earn","verdienen"
"578","adv.","at the very least","wenigstens"
"579","verb","wish","wünschen"
"580","noun","the soul","die Seele"
"581","noun","the ghost","der Geist"
"582","noun","the danger","die Gefahr"
"583","noun","the favor","der Gefallen"
"584","adj.","impossible","unmöglich"
"585","noun","the fate","das Schicksal"
"586","adv.","unfortunately","leider"
"587","noun","the while","die Weile"
"588","adj.","married","verheiratet"
"589","noun","the agent","der Agent"
"590","noun","the example","das Beispiel"
"591","adj.","cold","kalt"
"592","noun","the call","der Anruf"
"593","adj.","fast","schnell"
"594","noun","the farmer","der Bauer"
"595","noun","the card","die Karte"
"596","noun","the command (order)","der Befehl"
"597","adj.","known","bekannt"
"598","noun","the victim","das Opfer"
"599","adj.","incredible","unglaublich"
"600","verb","stick","stecken"
"601","adv.","necessarily","unbedingt"
"602","noun","the train","der Zug"
"603","adj.","perfect","perfekt"
"604","adj.","witty","witzig"
"605","noun","the camera","die Kamera"
"606","verb","fit","passen"
"607","verb","beat","schlagen"
"608","noun","the belief","der Glaube"
"609","adv.","constant","ständig"
"610","verb","alter","verändern"
"611","adj.","hot","heiß"
"612","noun","the partner","der Partner"
"613","noun","the murderer","der Mörder"
"614","verb","follow","folgen"
"615","noun","the computer","der Computer"
"616","adv.","to a general place","dahin"
"617","verb","observe","ansehen"
"618","adv.","additionally","außerdem"
"619","verb","destroy partially","zerstören"
"620","adv.","namely","nämlich"
"621","noun","the attempt","der Versuch"
"622","noun","the sheriff","der Sheriff"
"623","noun","the accident","der Unfall"
"624","noun","the caution","die Vorsicht"
"625","noun","the nose","die Nase"
"626","verb","shoot (a gun)","schießen"
"627","noun","the birthday","der Geburtstag"
"628","verb","shield someone","beschützen"
"629","adv.","back","zurück"
"630","adj.","tired","müde"
"631","noun","the relationship","die Beziehung"
"632","verb","steal","stehlen"
"633","noun","the secret","das Geheimnis"
"634","adj.","sweet","süß"
"635","adj.","open","offen"
"636","noun","the gift, present","das Geschenk"
"637","noun","the point","der Punkt"
"638","noun","the lady","die Dame"
"639","verb","move (something)","bewegen"
"640","conj.","as long as","solange"
"641","adj.","sour","sauer"
"642","noun","the handbag","die Tasche"
"643","noun","the step","der Schritt"
"644","noun","the arm","der Arm"
"645","verb","mean (intend)","meinen"
"646","verb","catch in the act","erwischen"
"647","noun","the beard","der Bart"
"648","verb","place trust in","vertrauen"
"649","verb","reach","erreichen"
"650","noun","the building","das Gebäude"
"651","verb","promise","versprechen"
"652","adv.","away, gone","fort"
"653","verb","complete","erledigen"
"654","noun","the army","die Armee"
"655","adj.","near","nahe"
"656","adj.","further","weiter"
"657","noun","the back","der Rücken"
"658","noun","the manager of a team","der Chef"
"659","noun","the government","die Regierung"
"660","noun","the price","der Preis"
"661","noun","the miracle","das Wunder"
"662","noun","the connection","die Verbindung"
"663","noun","the notification","der Bescheid"
"664","noun","the boat","das Boot"
"665","noun","the situation (circumstance)","die Situation"
"666","adj.","normal","normal"
"667","noun","the honor","die Ehre"
"668","adv.","inside","darin"
"669","verb","rotate","drehen"
"670","noun","the princess","die Prinzessin"
"671","noun","the drug","die Droge"
"672","noun","the journey","die Reise"
"673","noun","the murder","der Mord"
"674","verb","swear","schwören"
"675","verb","regulate","regeln"
"676","verb","look","aussehen"
"677","noun","the speech","die Rede"
"678","adj.","in love","verliebt"
"679","noun","the position","die Position"
"680","noun","the possibility","die Möglichkeit"
"681","noun","the sun","die Sonne"
"682","adj.","last","letzt"
"683","noun","the contact","der Kontakt"
"684","adv.","because of that","deswegen"
"685","noun","the sword","das Schwert"
"686","noun","the hunger","der Hunger"
"687","noun","the peace","der Frieden"
"688","adj.","personal","persönlich"
"689","noun","the gaze","der Blick"
"690","verb","grumble","maulen"
"691","verb","betray","verraten"
"692","noun","the hope","die Hoffnung"
"693","verb","give birth","gebären"
"694","noun","the subtitle","der Untertitel"
"695","adj.","broken","kaputt"
"696","noun","the soldier","der Soldat"
"697","adj.","left","übrig"
"698","verb","hold up","aufhalten"
"699","noun","the sign","das Zeichen"
"700","verb","last","dauern"
"701","adj.","hidden","versteckt"
"702","adv.","actually (really, indeed)","tatsächlich"
"703","noun","the pig","das Schwein"
"704","noun","the band","die Band"
"705","noun","the hair","das Haar"
"706","adj.","furious","wütend"
"707","noun","the wedding","die Hochzeit"
"708","adj.","horrible","schrecklich"
"709","noun","the energy","die Energie"
"710","adj.","sad","traurig"
"711","adj.","clean","sauber"
"712","noun","the corpse","die Leiche"
"713","adv.","left","links"
"714","adj.","superb","super"
"715","noun","the board","das Bord"
"716","verb","catch","fangen"
"717","adj.","busy","beschäftigt"
"718","adj.","disappeared","verschwunden"
"719","noun","the professor","der Professor"
"720","conj.","as soon as","sobald"
"721","noun","the letter","der Brief"
"722","noun","the run","der Lauf"
"723","noun","the show","die Show"
"724","adj.","pretty","hübsch"
"725","adv.","named","namens"
"726","noun","the television","das Fernsehen"
"727","verb","dance","tanzen"
"728","adj.","nervous","nervös"
"729","verb","lack","fehlen"
"730","noun","the past","die Vergangenheit"
"731","adv.","together with others","miteinander"
"732","prep.","next to","neben"
"733","noun","the cellphone","das Handy"
"734","adj.","deep","tief"
"735","adv.","upwards (colloquial)","ran"
"736","noun","the task","die Aufgabe"
"737","noun","the photo","das Foto"
"738","verb","look (intently)","schauen"
"739","noun","the tea","der Tee"
"740","noun","the foot","der Fuß"
"741","noun","the leg","das Bein"
"742","adj.","eternal","ewig"
"743","adv.","utterly","absolut"
"744","noun","the nonsense talk","der Unsinn"
"745","noun","the meeting","das Treffen"
"746","pron.","anything","irgendetwas"
"747","noun","the bomb","die Bombe"
"748","adj.","composed","gelassen"
"749","noun","the aunt","die Tante"
"750","noun","the neck","der Hals"
"751","adv.","in front","vorne"
"752","noun","the bull","der Bulle"
"753","noun","the bank","die Bank"
"754","noun","the way (manner)","die Weise"
"755","adj.","responsible","verantwortlich"
"756","verb","open (something)","öffnen"
"757","adj.","difficult","schwierig"
"758","adv.","right","rechts"
"759","noun","the operation","die Operation"
"760","noun","the lawyer","der Anwalt"
"761","noun","the congratulations","der Glückwunsch"
"762","verb","make a choice","entscheiden"
"763","adv.","away from here (distance)","entfernt"
"764","noun","the song","das Lied"
"765","verb","look (appearance)","ausschauen"
"766","noun","the doing","das Tun"
"767","noun","the desire","die Lust"
"768","noun","the enemy","der Feind"
"769","adj.","young","jung"
"770","noun","the ball","der Ball"
"771","adj.","same","gleich"
"772","verb","belong","gehören"
"773","adj.","awake","wach"
"774","verb","make a payment","zahlen"
"775","noun","the recording","die Aufnahme"
"776","noun","the mission","die Mission"
"777","adv.","loud","laut"
"778","noun","the pain","der Schmerz"
"779","noun","the strike","der Schlag"
"780","noun","the meat","das Fleisch"
"781","verb","put","legen"
"782","adv.","for what","wozu"
"783","noun","the Christmas","das Weihnachten"
"784","noun","the difficulty","die Schwierigkeit"
"785","noun","the park","der Park"
"786","noun","the society","die Gesellschaft"
"787","verb","receive (something)","erhalten"
"788","verb","mean (signify)","bedeuten"
"789","verb","hide away","verstecken"
"790","noun","the respect","der Respekt"
"791","pron.","the same","derselbe"
"792","noun","the brain","das Gehirn"
"793","verb","worry","sorgen"
"794","noun","the people (nation)","das Volk"
"795","noun","the advice","der Rat"
"796","noun","the shoe","der Schuh"
"797","noun","the monster","das Monster"
"798","noun","the proof","der Beweis"
"799","noun","the half","die Hälfte"
"800","noun","the church","die Kirche"
"801","noun","the butt","der Hintern"
"802","noun","the trace","die Spur"
"803","noun","the gold","das Gold"
"804","adj.","dear","lieb"
"805","adj.","wonderful","wunderbar"
"806","noun","the kindness","die Güte"
"807","noun","the hole","das Loch"
"808","adj.","stunning","wunderschön"
"809","verb","laugh","lachen"
"810","verb","prove","beweisen"
"811","prep.","opposite","gegenüber"
"812","noun","the bus","der Bus"
"813","noun","the mind","der Verstand"
"814","verb","find out information","herausfinden"
"815","noun","the neighborhood, district","die Gegend"
"816","adj.","odd","seltsam"
"817","noun","the skin","die Haut"
"818","noun","the attack","der Angriff"
"819","adj.","interesting","interessant"
"820","noun","the sleep","der Schlaf"
"821","noun","the wind","der Wind"
"822","noun","the knife","das Messer"
"823","verb","fear","fürchten"
"824","verb","start an activity","beginnen"
"825","verb","surprise","überraschen"
"826","noun","the egg","das Ei"
"827","verb","sing","singen"
"828","noun","the surprise","die Überraschung"
"829","noun","the village","das Dorf"
"830","verb","procure","besorgen"
"831","noun","the glass","das Glas"
"832","adj.","simple","einfach"
"833","verb","visit","besuchen"
"834","adj.","genuine","echt"
"835","noun","the horse","das Pferd"
"836","noun","the hero","der Held"
"837","noun","the taxi","das Taxi"
"838","verb","take along","mitnehmen"
"839","noun","the group","die Gruppe"
"840","noun","the system","das System"
"841","noun","the dignity","die Würde"
"842","conj.","although","obwohl"
"843","verb","achieve","leisten"
"844","adj.","pregnant","schwanger"
"845","noun","the address","die Adresse"
"846","adj.","together","gemeinsam"
"847","verb","escape","entkommen"
"848","adj.","nauseous","übel"
"849","verb","miss someone","vermissen"
"850","noun","the kitchen","die Küche"
"851","noun","the flight","der Flug"
"852","noun","the visit","der Besuch"
"853","verb","hang","hängen"
"854","verb","throw","werfen"
"855","noun","the ring","der Ring"
"856","verb","survive","überleben"
"857","noun","the law","das Gesetz"
"858","noun","the gate","das Tor"
"859","noun","the forest","der Wald"
"860","adv.","approximately","ungefähr"
"861","noun","the machine","die Maschine"
"862","noun","the miss","das Fräulein"
"863","noun","the marriage","die Ehe"
"864","noun","the actor","der Schauspieler"
"865","noun","the roof","das Dach"
"866","noun","the translation","die Übersetzung"
"867","adv.","inside (a specific location)","drinnen"
"868","conj.","while, during","während"
"869","noun","the search","die Suche"
"870","noun","the freedom","die Freiheit"
"871","noun","the corner","die Ecke"
"872","noun","the penitentiary","der Knast"
"873","prep.","per","pro"
"874","noun","the wine","der Wein"
"875","verb","bet","wetten"
"876","noun","the pleasure","das Vergnügen"
"877","noun","the difference","der Unterschied"
"878","noun","the crime","das Verbrechen"
