"id","part_of_speech","definition","answer"
"85","verb","go up","подниматься"
"86","adj.","global","мировой"
"87","noun","object","предмет"
"88","adj.","bad (inferior)","плохой"
"89","noun","major","майор"
"90","verb","hit","ударить"
"91","verb","understand (be understood)","разуметься"
"92","adj.","precise","точный"
"93","","any (each)","всякий"
"94","noun","activity","деятельность"
"95","noun","engineer","инженер"
"96","noun","program","программа"
"97","noun","suit","костюм"
"98","adj.","female","женский"
"99","adj.","strong (sturdy)","крепкий"
"100","adv.","firmly (strong)","крепко"
"101","noun","theater","театр"
"102","verb","meet frequently","встречаться"
"103","adj.","different (distinct)","различный"
"104","noun","tail","хвост"
"105","noun","tank (military)","танк"
"106","adj.","social","социальный"
"107","noun","dead","мёртвый"
"108","adj.","dead","мёртвый"
"109","verb","try (attempt)","попытаться"
"110","adv.","clearly (obvious)","явно"
"111","noun","magazine","журнал"
"112","noun","horse (colloquial)","конь"
"113","verb","grab (grab abruptly)","схватить"
"114","","along","вдоль"
"115","noun","poetry","стихи"
"116","noun","degree (as in academic)","степень"
"117","verb","refuse (firmly)","отказаться"
"118","verb","pull out (once)","вытащить"
"119","verb","suggest (propose regularly)","предлагать"
"120","noun","figure","фигура"
"121","noun","key","ключ"
"122","noun","devil (casual)","черт"
"123","verb","set off (once)","отправиться"
"124","verb","run (start running)","побежать"
"125","noun","wagon","вагон"
"126","noun","culture","культура"
"127","verb","smoke (repeatedly)","курить"
"128","noun","fighter","боец"
"129","adj.","western","западный"
"130","noun","film","фильм"
"131","num.","eight","восемь"
"132","verb","open (repeatedly)","открывать"
"133","verb","come in (one-time entry)","зайти"
"134","adv.","immediately (instantly)","немедленно"
"135","verb","notice (continually)","замечать"
"136","noun","dust","пыль"
"137","verb","finish (complete)","закончить"
"138","adj.","soft","мягкий"
"139","adv.","gently (soft)","мягко"
"140","noun","trumpet","труба"
"141","adj.","rare","редкий"
"142","num.","million","миллион"
"143","verb","watch, follow","следить"
"144","noun","mass","масса"
"145","num.","fifty","пятьдесят"
"146","noun","circumstance","обстоятельство"
"147","","any (all sorts)","всякий"
"148","adv.","simultaneously","одновременно"
"149","verb","rush forward","броситься"
"150","adv.","gone","пошло"
"151","adj.","vulgar","пошлый"
"152","adj.","round","круглый"
"153","noun","staff","штаб"
"154","noun","hearing","слух"
"155","adj.","naked","голый"
"156","verb","close (completed action)","закрыть"
"157","noun","line (line in drawing etc.)","линия"
"158","noun","boat","лодка"
"159","adv.","on the contrary","наоборот"
"160","noun","distance (in general)","даль"
"161","noun","chairman","председатель"
"162","verb","like (instant)","понравиться"
"163","verb","address, turn to","обратиться"
"164","noun","period","период"
"165","noun","organism","организм"
"166","noun","department in an organization","отдел"
"167","noun","spring","весна"
"168","noun","lunch","обед"
"169","noun","meaning (value)","значение"
"170","noun","bottom","дно"
"171","noun","photograph","фотография"
"172","","a certain (some)","некий"
"173","noun","success","успех"
"174","adv.","dirty","грязно"
"175","adj.","dirty","грязный"
"176","adv.","naturally","естественно"
"177","adj.","natural (innate)","естественный"
"178","verb","command, order","велеть"
"179","noun","scene","сцена"
"180","noun","ticket","билет"
"181","noun","composition","состав"
"182","adj.","renowned, famous","знаменитый"
"183","adj.","extra","лишний"
"184","noun","honor","честь"
"185","verb","have (be available)","иметься"
"186","noun","laughter","смех"
"187","noun","USSR","СССР"
"188","adj.","wooden","деревянный"
"189","verb","lower (once)","опустить"
"190","verb","be born (one-time event)","родиться"
"191","noun","way","способ"
"192","verb","save (once)","спасти"
"193","noun","vision","зрение"
"194","adj.","English","английский"
"195","adj.","separate","отдельный"
"196","verb","apologize (one-time)","извинить"
"197","adj.","loud","громкий"
"198","adv.","loudly (loud noise)","громко"
"199","verb","announce (completed action)","объявить"
"200","noun","west","запад"
"201","noun","Germany","Германия"
"202","verb","address, appeal","обращаться"
"203","noun","population","население"
"204","noun","trouble","беда"
"205","verb","hurry (ongoing)","спешить"
"206","noun","food","еда"
"207","adv.","late","поздно"
"208","adj.","special (specific)","специальный"
"209","verb","observe","наблюдать"
"210","noun","Jew","еврей"
"211","","oh (regret)","ой"
"212","verb","manage to do","суметь"
"213","verb","turn around (turn oneself)","обернуться"
"214","noun","minister","министр"
"215","noun","firm","фирма"
"216","verb","wake up oneself","проснуться"
"217","noun","organization","организация"
"218","noun","principle","принцип"
"219","noun","direction","направление"
"220","adv.","much","гораздо"
"221","noun","master","мастер"
"222","verb","wait (wait a bit)","подождать"
"223","adv.","bright (light)","светло"
"224","adj.","bright, light","светлый"
"225","noun","error","ошибка"
"226","noun","height","высота"
"227","noun","creature","существо"
"228","verb","speak (once)","заговорить"
"229","noun","little boy","мальчишка"
"230","verb","use (ongoing)","пользоваться"
"231","adj.","scientific","научный"
"232","verb","repeat (regularly)","повторять"
"233","adj.","bright","яркий"
"234","adv.","bright (colorful)","ярко"
"235","num.","several","несколько"
"236","verb","learn (to teach)","учить"
"237","verb","take on","взяться"
"238","verb","run (run regularly)","бегать"
"239","noun","Lord","господь"
"240","adj.","public","общественный"
"241","verb","arrange (set up)","устроить"
"242","verb","breathe","дышать"
"243","verb","lie down (once)","лечь"
"244","noun","USA","США"
"245","noun","camera","камера"
"246","noun","victory","победа"
"247","adj.","scientific (scholarly)","учёный"
"248","verb","consist (permanent)","состоять"
"249","verb","come in (frequent entry)","заходить"
"250","noun","humanity","человечество"
"251","noun","phrase","фраза"
"252","adv.","attentively","внимательно"
"253","adj.","attentive","внимательный"
"254","verb","consider, be regarded as","считаться"
"255","adv.","probably (probable)","вероятно"
"256","adj.","neighboring","соседний"
"257","noun","castle","замок"
"258","adj.","red-haired","рыжий"
"259","verb","drive, ride (regularly)","ездить"
"260","","oh my god","господи"
"261","verb","stop another","остановить"
"262","verb","meet by chance","встретиться"
"263","verb","come into view","явиться"
"264","noun","market","рынок"
"265","adv.","hard","тяжело"
"266","adj.","angry","злой"
"267","noun","club","клуб"
"268","verb","bring by vehicle","привезти"
"269","verb","pay (repeatedly)","платить"
"270","noun","bone","кость"
"271","adj.","wild","дикий"
"272","noun","personality","личность"
"273","noun","capital city","столица"
"274","verb","sleep (once)","спасть"
"275","noun","health","здоровье"
"276","verb","greet (formal)","здравствовать"
"277","noun","attempt","попытка"
"278","verb","allow (be allowing)","позволять"
"279","adv.","most","наиболее"
"280","adv.","gradually","постепенно"
"281","num.","fifth","пятый"
"282","adj.","definite","определённый"
"283","noun","reader","читатель"
"284","noun","joke","шутка"
"285","adj.","historical","исторический"
"286","","following (after)","вслед"
"287","noun","employee","сотрудник"
"288","","inside (place)","внутри"
"289","adv.","actually","собственно"
"290","noun","homeland","родина"
"291","noun","tsar","царь"
"292","","about (in terms of)","насчет"
"293","noun","page","страница"
"294","noun","speed","скорость"
"295","noun","wild beast","зверь"
"296","noun","to help","помочь"
"297","verb","declare (one-time statement)","заявить"
"298","","something","нечто"
"299","noun","size","размер"
"300","noun","resident","житель"
"301","noun","secretary","секретарь"
"302","adj.","urban","городской"
"303","adv.","excellent (wonderful)","прекрасно"
"304","verb","stick out (continuously)","торчать"
"305","","much","многое"
"306","noun","America","Америка"
"307","noun","cigarette","сигарета"
"308","adv.","completely (fully)","полностью"
"309","noun","beer","пиво"
"310","noun","reception","прием"
"311","noun","opponent","противник"
"312","noun","education","образование"
"313","noun","product","продукт"
"314","verb","catch quickly","поймать"
"315","noun","bullet","пуля"
"316","noun","booklet","книжка"
"317","adj.","distant (farthest)","дальний"
"318","adj.","economic","экономический"
"319","noun","representative","представитель"
"320","verb","collect","собирать"
"321","adj.","visible","видимый"
"322","noun","production","производство"
"323","noun","hospital (hospital, clinic)","больница"
"324","noun","restaurant","ресторан"
"325","verb","find continually","находить"
"326","noun","sofa","диван"
"327","noun","breath","дыхание"
"328","noun","prison","тюрьма"
"329","noun","lung","лёгкое"
"330","noun","meat","мясо"
"331","","below (location)","внизу"
"332","noun","female cat","кошка"
"333","noun","adult","взрослый"
"334","adj.","adult","взрослый"
"335","noun","absence","отсутствие"
"336","noun","mood","настроение"
"337","verb","gather (people)","собрать"
"338","verb","step (step on)","наступить"
"339","noun","rest","покой"
"340","verb","pull (ongoing)","тянуть"
"341","adj.","folk","народный"
"342","noun","percentage","процент"
"343","adv.","constantly","постоянно"
"344","verb","throw repeatedly","бросать"
"345","verb","dream (voluntarily)","мечтать"
"346","verb","want (desire suddenly)","захотеть"
"347","noun","bus","автобус"
"348","noun","east","восток"
"349","verb","keep leaving","оставлять"
"350","verb","smirk","усмехнуться"
"351","noun","echo","эхо"
"352","adv.","approximately","примерно"
"353","noun","automobile","автомобиль"
"354","adv.","externally","внешне"
"355","adj.","external","внешний"
"356","adj.","technical","технический"
"357","verb","disappear completely","пропасть"
"358","verb","endure, withstand","выдержать"
"359","noun","instant","миг"
"360","noun","squad","отряд"
"361","","above","сверху"
"362","adv.","so much (that much)","настолько"
"363","verb","greet someone","встречать"
"364","verb","let","пускать"
"365","adj.","clear (transparent)","ясный"
"366","noun","occupation","занятие"
"367","adj.","real (actual)","реальный"
"368","adj.","rear","задний"
"369","noun","Europe","Европа"
"370","adv.","accidentally","случайно"
"371","noun","performer","артист"
"372","adj.","complex (intricate)","сложный"
"373","noun","planet","планета"
"374","noun","threshold","порог"
"375","noun","phenomenon","явление"
"376","verb","release (let go)","отпустить"
"377","noun","beauty","красота"
"378","verb","exclaim","воскликнуть"
"379","","opposite","напротив"
"380","verb","tremble (shiver)","дрожать"
"381","noun","tent","палатка"
"382","verb","choose (one-time choice)","выбрать"
"383","noun","drunk","пьяный"
"384","adj.","drunk","пьяный"
"385","noun","council","рада"
"386","noun","board","доска"
"387","noun","pistol","пистолет"
"388","verb","shake hands","пожать"
"389","noun","actor","актер"
"390","verb","sound (resound)","раздаться"
"391","adv.","in vain (useless)","зря"
"392","noun","ceiling","потолок"
"393","noun","bed (bedding)","постель"
"394","adv.","towards","навстречу"
"395","adj.","nearest","ближайший"
"396","noun","handbag","сумка"
"397","noun","moment (instant)","мгновение"
"398","noun","holiday","праздник"
"399","adv.","densely","густо"
"400","adj.","dense (thick)","густой"
"401","noun","bridge","мост"
"402","noun","energy","энергия"
"403","noun","supervisor","начальство"
"404","noun","regret","сожаление"
"405","num.","one and a half","полтора"
"406","verb","explain (repeatedly)","объяснять"
"407","verb","redirect, turn","обратить"
"408","verb","shove","сунуть"
"409","num.","fifteen","пятнадцать"
"410","verb","allow (permit)","разрешить"
"411","noun","plot (of land)","участок"
"412","noun","victim","жертва"
"413","noun","sword","меч"
"414","noun","ring","звонок"
"415","noun","cinema","кино"
"416","verb","confess","признаться"
"417","noun","frost","мороз"
"418","verb","compose (repeatedly)","составлять"
"419","adj.","poor (not rich)","бедный"
"420","adj.","summer","летний"
"421","verb","see (colloquially)","видать"
"422","noun","address","адрес"
"423","adj.","closed","закрытый"
"424","noun","throat","горло"
"425","noun","bonfire","костер"
"426","adj.","pitiful","жалкий"
"427","adv.","pity","жалко"
"428","noun","male cat","кот"
"429","noun","bull","бык"
"430","adj.","difficult","трудный"
"431","noun","text","текст"
"432","noun","warmth","тепло"
"433","verb","occupy (ongoing)","занимать"
"434","noun","sand","песок"
"435","adv.","painful","больно"
"436","noun","doubt","сомнение"
"437","noun","territory","территория"
"438","noun","secret","тайна"
"439","noun","wolf","волк"
"440","verb","lose (gradually)","терять"
"441","noun","buddy","приятель"
"442","noun","sleeve","рукав"
"443","noun","grandfather (affectionate)","дедушка"
"444","verb","jump (jump up)","вскочить"
"445","verb","read (read through)","прочитать"
"446","adv.","honestly","честно"
"447","noun","butter","масло"
"448","adj.","constant","постоянный"
"449","","any (female)","всякая"
"450","noun","existence","существование"
"451","verb","crawl persistently","лезть"
"452","adj.","junior","младший"
"453","verb","dispatch something","отправить"
"454","verb","build (completed action)","построить"
"455","adv.","nervously","нервно"
"456","adj.","nervous","нервный"
"457","verb","let go","пустить"
"458","noun","birth","рождение"
"459","verb","look in","заглянуть"
"460","verb","say (repeatedly)","проговорить"
"461","noun","memories","воспоминание"
"462","verb","check (completed action)","проверить"
"463","verb","be ill","болеть"
"464","noun","tone","тон"
"465","noun","notion","понятие"
"466","adj.","low","низкий"
"467","adv.","low","низко"
"468","adv.","further","далее"
"469","adv.","forever (eternal)","вечно"
"470","adj.","eternal","вечный"
"471","noun","song","песня"
"472","adj.","maritime","морской"
"473","noun","wing","крыло"
"474","verb","lift (be lifting)","поднимать"
"475","adj.","pink","розовый"
"476","noun","violation","нарушение"
"477","noun","autumn","осень"
"478","adj.","assigned","положенный"
"479","noun","mist","туман"
"480","noun","Leningrad","Ленинград"
"481","noun","dress","платье"
"482","noun","performance","представление"
"483","noun","change","изменение"
"484","noun","option","вариант"
"485","noun","chauffeur","шофер"
"486","adj.","dangerous","опасный"
"487","verb","mean (general)","означать"
"488","noun","entrance","вход"
"489","adv.","practically (nearly)","практически"
"490","adj.","current, present","нынешний"
"491","adv.","foolishly","глупо"
"492","adj.","foolish (stupid)","глупый"
"493","adj.","national","национальный"
"494","noun","official","чиновник"
"495","noun","surface","поверхность"
"496","adv.","pleasant","приятно"
"497","adj.","pleasant (nice)","приятный"
"498","adj.","stone","каменный"
"499","verb","be said","говориться"
"500","","other (extra)","прочий"
"501","verb","experience (ongoing)","испытывать"
"502","adv.","early","рано"
"503","verb","get married","жениться"
"504","noun","device","аппарат"
"505","noun","church","церковь"
"506","noun","pen","ручка"
"507","verb","look back","оглянуться"
"508","verb","invite (one-time)","пригласить"
"509","noun","hostess","хозяйка"
"510","adv.","strictly","строго"
"511","verb","belong","принадлежать"
"512","adv.","suddenly (instantly)","внезапно"
"513","adj.","sudden","внезапный"
"514","adj.","single","единый"
"515","noun","palace","дворец"
"516","noun","driver","водитель"
"517","verb","build (ongoing action)","строить"
"518","noun","plenty","множество"
"519","verb","cross (one-time action)","перейти"
"520","noun","table (small)","столик"
"521","noun","lesson","урок"
"522","adj.","ancient (very old)","древний"
"523","noun","danger","опасность"
"524","verb","succeed (be lucky)","повезти"
"525","noun","French","французский"
"526","adj.","French","французский"
"527","verb","glance (take a look)","поглядеть"
"528","noun","sorrow","горе"
"529","adj.","honest (truthful)","честный"
"530","noun","capability","способность"
"531","verb","turn something","повернуть"
"532","noun","rest (the remaining part)","остальное"
"533","verb","get to (place)","добраться"
"534","adv.","seriously (serious)","серьёзно"
"535","verb","admit","признать"
"536","verb","enter, enroll","поступить"
"537","noun","worker (worker, employee)","работник"
"538","noun","debt","долг"
"539","noun","specialist","специалист"
"540","verb","hurry up","торопиться"
"541","","so","итак"
"542","adj.","central","центральный"
"543","noun","television","телевизор"
"544","noun","evil","зло"
"545","noun","taste","вкус"
"546","noun","fly","муха"
"547","noun","search","поиск"
"548","noun","sergeant","старшина"
"549","noun","lake","озеро"
"550","noun","suitcase","чемодан"
"551","verb","pull out (extract)","вынуть"
"552","","behind (direction)","сзади"
"553","verb","cost","стоить"
"554","noun","limit","предел"
"555","noun","museum","музей"
"556","noun","stain","пятно"
"557","noun","zone","зона"
"558","noun","pupil","ученик"
"559","adv.","forever (permanent)","навсегда"
"560","noun","sense","толк"
"561","verb","suppose (ongoing)","полагать"
"562","noun","relative","родственник"
"563","noun","source","источник"
"564","adj.","pleasant (agreeable)","угодный"
"565","verb","listen (listen for a bit)","послушать"
"566","noun","wheel","колесо"
"567","noun","dirt","грязь"
"568","verb","mark (specific)","отметить"
"569","noun","walls","стен"
"570","noun","good","добро"
"571","noun","drop","капля"
"572","noun","screen","экран"
"573","noun","leader","руководитель"
"574","noun","inspector","инспектор"
"575","noun","surprise","удивление"
"576","verb","affirm","утверждать"
"577","noun","milk","молоко"
"578","adv.","obviously","очевидно"
"579","verb","differ","отличаться"
"580","noun","sentence","предложение"
"581","","there isn't","нету"
"582","noun","environment","среда"
"583","verb","jump out","выскочить"
"584","adj.","dressed","одетый"
"585","noun","platform","площадка"
"586","verb","arrive (be arriving)","приезжать"
"587","verb","roll (continuously)","катить"
"588","noun","conscience","совесть"
"589","noun","coffee","кофе"
"590","noun","pants","штаны"
"591","noun","hunting","охота"
"592","noun","eyebrow","бровь"
"593","verb","grow","расти"
"594","noun","list","список"
"595","adv.","lower","ниже"
"596","verb","return (give back)","вернуть"
"597","verb","depend","зависеть"
"598","noun","trunk","ствол"
"599","noun","foundation","основание"
"600","adj.","northern","северный"
"601","verb","meet for the first time","познакомиться"
"602","noun","behavior","поведение"
"603","verb","sting (repeatedly)","жалить"
"604","verb","be found (unexpectedly)","найтись"
"605","verb","become (be made)","делаться"
"606","verb","guess (once)","догадаться"
"607","adj.","further","дальнейший"
"608","verb","live (through a period)","прожить"
"609","noun","effort","усилие"
"610","verb","stroll","гулять"
"611","noun","cage","клетка"
"612","verb","figure out (complex situation)","разобраться"
"613","verb","turn, address","обращать"
"614","adj.","upper","верхний"
"615","noun","situation (surroundings)","обстановка"
"616","noun","temperature","температура"
"617","noun","conclusion","вывод"
"618","adv.","absolutely","абсолютно"
"619","adj.","absolute","абсолютный"
"620","noun","enterprise","предприятие"
"621","adj.","accepted","принятый"
"622","verb","give away regularly","отдавать"
"623","verb","go down","сходить"
"624","noun","gift","подарок"
"625","verb","sound (resonate)","звучать"
"626","noun","department (as in subdivision)","отделение"
"627","verb","be worried","волноваться"
"628","adj.","lower","нижний"
"629","noun","thing (colloquial)","штука"
"630","noun","protection","защита"
"631","adv.","hardly","вряд"
"632","noun","shot","выстрел"
"633","adv.","immediately (at once)","тотчас"
"634","noun","essence (core)","суть"
"635","noun","corpse","труп"
"636","noun","basis","основа"
"637","verb","serve (to present)","подать"
"638","adj.","domestic","домашний"
"639","verb","cook (general)","готовить"
"640","noun","participation","участие"
"641","verb","regret (ongoing)","жалеть"
"642","noun","background","фон"
"643","noun","sign (symptom)","признак"
"644","verb","lie (tell a falsehood)","врать"
"645","verb","object (once)","возразить"
"646","noun","summer house","дача"
"647","","about (around)","обо"
"648","adj.","satisfied (content)","довольный"
"649","verb","prepare (oneself)","готовиться"
"650","noun","layer","слой"
"651","noun","security","охрана"
"652","verb","transform (transform oneself)","превратиться"
"653","noun","police officer","милиционер"
"654","noun","portrait","портрет"
"655","verb","endure, suffer","терпеть"
"656","verb","wave (wave once)","махнуть"
"657","noun","closet","шкаф"
"658","noun","weight","вес"
"659","noun","cold","холод"
"660","verb","determine (specific instance)","определить"
"661","verb","release (let out)","выпустить"
"662","noun","alarm","тревога"
"663","verb","perform (perform in public)","выступать"
"664","noun","shelf","полок"
"665","noun","jacket","куртка"
"666","","after (some time)","спустя"
"667","adv.","why (from what cause)","отчего"
"668","noun","cabin","изба"
"669","adv.","rarely","редко"
"670","noun","summit","вершина"
"671","adj.","secret (mysterious)","тайный"
"672","adj.","busy","занятый"
"673","verb","consider, examine","рассматривать"
"674","verb","step away","отойти"
"675","verb","grow up","вырасти"
"676","noun","Paris","Париж"
"677","noun","murder","убийство"
"678","noun","shirt","рубашка"
"679","","oh (disappointment)","ох"
"680","noun","farm","хозяйство"
"681","noun","park","парк"
"682","verb","translate (once)","перевести"
"683","noun","mode","режим"
"684","noun","management (leadership)","руководство"
"685","verb","plant (once)","посадить"
"686","noun","crime","преступление"
"687","noun","wall (small)","стенка"
"688","verb","yell loudly","орать"
"689","","all around","кругом"
"690","verb","do without","обойтись"
"691","noun","moon","луна"
"692","noun","rich","богатый"
"693","adj.","rich","богатый"
"694","noun","hotel (hotel, inn)","гостиница"
"695","noun","chat","беседа"
"696","adj.","firm","твердый"
"697","noun","regiment","полк"
"698","verb","give out (specific thing)","выдать"
"699","noun","paw","лапа"
"700","verb","fight (fight in war)","воевать"
"701","verb","be stopping","останавливаться"
"702","adv.","nowhere (no destination)","никуда"
"703","verb","possess","обладать"
"704","verb","sell (once)","продать"
"705","verb","argue","спорить"
"706","adj.","sunny","солнечный"
"707","noun","fence (fencing, enclosure)","забор"
"708","adj.","bigger","больший"
"709","noun","post","пост"
"710","verb","start to crawl","полезть"
"711","adv.","sadly (sorrowful)","печально"
"712","adj.","sad (melancholic)","печальный"
"713","verb","perform (perform tasks)","выполнять"
"714","verb","be needed, required","требоваться"
"715","adj.","pale","бледный"
"716","verb","die (be dying)","умирать"
"717","noun","cap","шапка"
"718","verb","reach on foot","дойти"
"719","verb","calm down (self)","успокоиться"
"720","noun","university","университет"
"721","noun","grandmother (more informal)","бабка"
"722","noun","journalist","журналист"
"723","noun","position (job, post)","должность"
"724","verb","draw near, approach","приближаться"
"725","noun","truth (absolute)","истина"
"726","noun","solution","раствор"
"727","noun","gas","газ"
"728","noun","position (stance, viewpoint)","позиция"
"729","verb","fly (regularly)","летать"
"730","adj.","unexpected","неожиданный"
"731","verb","kill (repeatedly)","убивать"
"732","noun","appearance","появление"
"733","adv.","deafly","глухо"
"734","adj.","deaf","глухой"
"735","adj.","ordinary (common)","обыкновенный"
"736","verb","move suddenly","двинуться"
"737","adv.","resolutely","решительно"
"738","adj.","decisive","решительный"
"739","verb","descend (descend)","спуститься"
"740","noun","song (often used in poetry)","песнь"
"741","noun","cloud","облако"
"742","noun","snout","морда"
"743","noun","note","записка"
"744","adj.","foreign (international)","иностранный"
"745","adj.","unfamiliar (strange)","незнакомый"
"746","verb","install","установить"
"747","verb","forget (gradually)","забывать"
"748","verb","call out to","позвать"
"749","adj.","physical","физический"
"750","noun","lace","ус"
"751","noun","room (space)","помещение"
"752","verb","get scared","испугаться"
"753","noun","cloak","плащ"
"754","adv.","barely able to","еле"
"755","adv.","dark","темно"
"756","noun","entrance (to a building)","подъезд"
"757","verb","eat (all at once)","съесть"
"758","verb","read (read out loud)","прочесть"
"759","noun","investigator","следователь"
"760","num.","twelve","двенадцать"
"761","verb","ponder (once)","задуматься"
"762","verb","decide (decide regularly)","решать"
"763","adj.","special (unique)","особенный"
"764","verb","give as a gift","подарить"
"765","verb","change oneself","измениться"
"766","noun","handkerchief","платок"
"767","adj.","powerful","мощный"
"768","noun","middle","середина"
"769","noun","crazy","сумасшедший"
"770","adj.","insane","сумасшедший"
"771","adv.","for sure","наверняка"
"772","adv.","great","здорово"
"773","noun","tension","напряжение"
"774","noun","grave","могила"
"775","noun","melancholy","тоска"
"776","verb","lead (bring)","приводить"
"777","verb","be amazed","удивляться"
"778","adv.","literally","буквально"
"779","noun","rim","борт"
"780","verb","take (take away)","забрать"
"781","noun","sin","грех"
"782","adj.","unhappy","несчастный"
"783","noun","construction","строй"
"784","verb","occupy (one-time)","занять"
"785","noun","research","исследование"
"786","verb","prove (once)","доказать"
"787","noun","letter (alphabet)","буква"
"788","noun","reaction","реакция"
"789","verb","cook (specific dish)","варить"
"790","adj.","male","мужской"
"791","adj.","sharp (intense)","резкий"
"792","noun","saw","пила"
"793","adj.","literary","литературный"
"794","verb","cause to change","изменить"
"795","noun","monkey","обезьяна"
"796","noun","brigade","бригада"
"797","verb","try to catch","ловить"
"798","noun","remainder","остаток"
"799","verb","strive (ongoing)","стремиться"
"800","noun","point (item, spot)","пункт"
"801","verb","stretch (stretch out)","тянуться"
"802","noun","elbow","локоть"
"803","adj.","obligated","обязанный"
"804","noun","paint","краска"
"805","noun","difference (contrast)","разница"
"806","noun","distance (between two points)","расстояние"
"807","noun","small circle or club","кружок"
"808","adj.","elderly","пожилой"
"809","adv.","incomprehensibly","непонятно"
"810","adj.","incomprehensible","непонятный"
"811","adv.","finally (definitively)","окончательно"
"812","noun","Don","Дон"
"813","verb","make (force continuously)","заставлять"
"814","adj.","amazing","удивительный"
"815","verb","suffer (ongoing)","страдать"
"816","adj.","gray-haired","седой"
"817","noun","politics","политика"
"818","noun","generation","поколение"
"819","noun","expectation","ожидание"
"820","verb","write down, record (once)","записать"
"821","noun","lantern","фонарь"
"822","noun","pile","куча"
"823","noun","stripe","полоса"
"824","noun","passion","страсть"
"825","noun","sergeant (more universal)","сержант"
"826","noun","saint","святой"
"827","adj.","holy","святой"
"828","noun","novella","повесть"
"829","noun","whisper","шепот"
"830","noun","theory","теория"
"831","verb","interest","интересовать"
"832","adv.","cleanly","чисто"
"833","noun","belt","пояс"
"834","adv.","close","близко"
"835","verb","switch on","включить"
"836","verb","impress (one-time)","поразить"
"837","noun","station (train station)","вокзал"
"838","noun","substance","вещество"
"839","adj.","private","частный"
"840","noun","root","корень"
"841","verb","keep quiet (briefly)","помолчать"
"842","adj.","dining","столовый"
"843","noun","fabric","ткань"
"844","verb","open up (once)","открыться"
"845","noun","stream","поток"
"846","adj.","compelled","вынужденный"
"847","noun","police (modern term)","полиция"
"848","adj.","shameful","стыдный"
"849","noun","base","база"
"850","adv.","audible","слышно"
"851","adj.","strict","строгий"
"852","noun","overcoat","шинель"
"853","adj.","shiny, sparkling","блестящий"
"854","noun","choice","выбор"
"855","noun","information (data)","сведение"
"856","noun","commission","комиссия"
"857","verb","direct","направить"
"858","noun","stick","палка"
"859","verb","remember (memorize)","запомнить"
"860","verb","fight (struggle)","бороться"
"861","verb","transport (once)","везти"
"862","noun","column","колонна"
"863","noun","ice","лёд"
"864","adj.","remarkable","замечательный"
"865","noun","inscription","надпись"
"866","adj.","lonely","одинокий"
"867","noun","jacket (suit)","пиджак"
"868","noun","plate","тарелка"
"869","verb","learn (successfully)","научиться"
"870","noun","food (more formal)","пища"
